dialogue_id,intra_dialogue_id,target,question,answer,candidates,probability
39,whip,3,Is the item typically used for hunting or defense?,No.,"['whip', 'stick', 'budgie', 'rooster', 'catapult', 'pheasant', 'peacock', 'bazooka']",0.125
39,whip,4,Does the item have feathers?,No.,"['whip', 'stick', 'budgie', 'rooster', 'catapult', 'pheasant', 'peacock', 'bazooka']",0.125
39,whip,5,"Is the item a long, thin object?",Yes.,"['whip', 'stick']",0.5
39,whip,6,Is the item typically used for hitting or striking something?,Yes.,"['whip', 'stick']",0.5
39,whip,7,Is the item a whip?,Yes! That's correct.,['whip'],1.0
40,bomb,0,Is the item living?,No.,"['rifle', 'grenade', 'stone', 'turkey', 'flamingo', 'bomb', 'robin', 'penguin']",0.125
40,bomb,1,Is the item a weapon?,Yes.,"['rifle', 'grenade', 'bomb']",0.3333333333333333
40,bomb,2,Is the item explosive?,Yes.,"['grenade', 'bomb']",0.5
40,bomb,3,Does the item have a long range?,No.,"['grenade', 'bomb']",0.5
40,bomb,4,Is the item handheld?,Yes.,"['grenade', 'bomb']",0.5
40,bomb,5,Is the item commonly used by military personnel?,Yes.,['grenade'],1.0
40,bomb,6,Is the item a grenade?,No.,"['rifle', 'grenade', 'stone', 'turkey', 'flamingo', 'bomb', 'robin', 'penguin']",0.1
40,bomb,7,Is the item a bomb?,Yes! That's correct.,['bomb'],1.0
41,stick,0,Is your item a living creature?,No.,"['whip', 'stick', 'sword', 'tomahawk']",0.25
41,stick,1,Is your item made of wood?,Yes.,"['whip', 'stick', 'sword', 'tomahawk']",0.25
41,stick,2,Is your item a stick?,Yes! That's correct.,['stick'],1.0
42,budgie,0,Is the item you have an animal?,Yes.,"['budgie', 'finch', 'crow', 'raven']",0.25
42,budgie,1,Is the animal you have a bird?,Yes.,"['budgie', 'finch', 'crow', 'raven']",0.25
42,budgie,2,Is the bird you have a pet?,Yes.,"['budgie', 'finch']",0.5
42,budgie,3,Is the bird you have smaller than a crow?,Yes.,"['budgie', 'finch']",0.5
42,budgie,4,Is the bird you have commonly kept as a pet a budgie?,Yes! That's correct.,['budgie'],1.0
43,dove,0,Is the item you have an animal?,Yes.,"['swan', 'buzzard', 'dove', 'robin']",0.25
43,dove,1,Does the item you have feathers?,Yes.,"['swan', 'buzzard', 'dove', 'robin']",0.25
43,dove,2,Is the item you have a bird?,Yes.,"['swan', 'buzzard', 'dove', 'robin.']",0.25
43,dove,3,Is the item you have a songbird?,No.,"['swan', 'buzzard', 'dove', 'robin']",0.25
43,dove,4,Is the item you have a bird of prey?,No.,"['swan', 'dove']",0.5
43,dove,5,Is the item you have a water bird?,No.,"['dove', 'robin.']",0.5
43,dove,6,Is the item you have a land bird?,Yes.,"['swan', 'buzzard', 'dove', 'strawberry', 'robin.']",0.2
43,dove,7,Is the item you have a small land bird?,Yes.,['robin'],1.0
43,dove,8,Is the item you have a robin?,No.,['dove'],1.0
43,dove,9,Is the item you have a dove?,Yes! That's correct.,['dove'],1.0
44,woodpecker,0,Is the item you have a fruit?,No.,"['woodpecker', 'stork', 'swan', 'canary']",0.25
44,woodpecker,1,Is the item you have a bird?,Yes.,"['woodpecker', 'stork', 'swan', 'canary']",0.25
44,woodpecker,2,Is the item you have a water bird?,No.,"['woodpecker', 'stork', 'canary']",0.3333333333333333
44,woodpecker,3,Is the item you have a bird of prey?,No.,"['woodpecker', 'stork', 'canary.']",0.3333333333333333
44,woodpecker,4,Is the item you have a small bird?,No.,"['pineapple', 'rhubarb', 'woodpecker', 'stork', 'swan', 'canary']",0.1111111111111111
44,woodpecker,5,Is the item you have a stork?,No.,"['pineapple', 'rhubarb', 'woodpecker', 'stork', 'swan', 'canary']",0.1111111111111111
44,woodpecker,6,Is the item you have a woodpecker?,Yes! That's correct.,['woodpecker'],1.0
45,rhubarb,0,Is the item an animal?,No.,"['rhubarb', 'cherry', 'apple', 'grapefruit']",0.25
45,rhubarb,1,Is the item a fruit or vegetable?,Yes.,"['rhubarb', 'cherry', 'apple', 'grapefruit.']",0.25
45,rhubarb,2,Is the item a fruit?,No.,"['falcon', 'owl', 'rhubarb', 'goose', 'cherry', 'apple', 'grapefruit']",0.14285714285714285
45,rhubarb,3,Is the item a vegetable?,Yes.,['rhubarb'],1.0
45,rhubarb,4,Is the item a leafy vegetable?,No.,"['cherry', 'apple', 'grapefruit']",0.3333333333333333
45,rhubarb,5,Is the item a root vegetable?,No.,"['cherry', 'apple', 'grapefruit']",0.3333333333333333
45,rhubarb,6,Is the item a vegetable that grows above the ground?,Yes.,"['rhubarb', 'cherry', 'apple', 'grapefruit.']",0.25
45,rhubarb,7,Is the item red or orange in color?,No.,['rhubarb'],1.0
45,rhubarb,8,Is the item green in color?,No.,"['rhubarb', 'cherry', 'apple', 'grapefruit.']",0.25
45,rhubarb,9,Is the item yellow in color?,No.,"['apple', 'grapefruit']",0.5
45,rhubarb,10,Is the item a purple or violet color?,No.,['rhubarb'],1.0
45,rhubarb,11,Is the item brown in color?,No.,['rhubarb'],1.0
45,rhubarb,12,Is the item white in color?,No.,['rhubarb'],1.0
45,rhubarb,13,Is the item black in color?,No.,['rhubarb'],1.0
45,rhubarb,14,Is the item a vegetable that is commonly yellowish-green in color?,No.,['rhubarb'],1.0
45,rhubarb,15,Is the item a vegetable that is commonly purple in color?,No.,['rhubarb'],1.0
45,rhubarb,16,"I apologize, but I am unable to determine the item based on the information provided. Could you please let me know the name of the vegetable?",Yes! That's correct. The item assigned to me is rhubarb.,['rhubarb'],1.0
46,tangerine,0,Is the item you are thinking of a fruit?,Yes.,"['honeydew', 'avocado', 'banana', 'tangerine']",0.25
46,tangerine,1,Is the fruit you are thinking of yellow?,No.,"['honeydew', 'banana']",0.5
46,tangerine,2,Is the fruit you are thinking of round in shape?,Yes.,"['honeydew', 'avocado']",0.5
46,tangerine,3,Is the fruit you are thinking of commonly eaten fresh?,Yes.,"['honeydew', 'avocado', 'banana', 'tangerine.']",0.25
46,tangerine,4,Is the fruit you are thinking of smaller than an orange?,Yes.,"['honeydew', 'avocado', 'oriole']",0.3333333333333333
46,tangerine,5,Is the fruit you are thinking of a banana?,No.,['tangerine'],1.0
46,tangerine,6,Is the fruit you are thinking of a tangerine?,Yes! That's correct.,['tangerine'],1.0
47,nectarine,0,Is the item a type of fruit?,Yes.,"['rhubarb', 'nectarine', 'prune', 'tomato']",0.25
47,nectarine,1,Is the item a type of citrus fruit?,No.,"['rhubarb', 'nectarine', 'prune', 'tomato']",0.25
47,nectarine,2,Is the item a type of stone fruit?,Yes.,"['nectarine', 'prune']",0.5
47,nectarine,3,Is the item typically red or orange in color?,Yes.,['None'],1.0
47,nectarine,4,"Is the item typically smaller in size, like a cherry or plum?",No.,"['nectarine', 'tomato.']",0.5
47,nectarine,5,"Is the item typically larger in size, like a peach or nectarine?",Yes.,"['nectarine', 'prune']",0.5
47,nectarine,6,Is the item a nectarine?,Yes! That's correct.,['nectarine'],1.0
48,crow,0,Is the item you have a vegetable?,No.,"['chickadee', 'starling', 'buzzard', 'crow']",0.25
48,crow,1,Is the item you have a bird?,Yes.,"['chickadee', 'starling', 'buzzard', 'crow']",0.25
48,crow,2,Is the item you have a type of songbird?,No.,"['chickadee', 'starling', 'buzzard', 'crow.']",0.25
48,crow,3,Is the item you have a type of bird of prey?,No.,"['chickadee', 'starling', 'buzzard', 'crow.']",0.25
48,crow,4,Is the item you have a type of scavenger bird?,Yes.,"['crow', 'buzzard']",0.5
48,crow,5,Is the item you have a type of crow?,Yes! That's correct.,['crow'],1.0
49,blackbird,0,Is the item you're thinking of an animal?,Yes.,"['blackbird', 'budgie', 'buzzard', 'chicken']",0.25
49,blackbird,1,Does the item you're thinking of have wings?,Yes.,"['blackbird', 'budgie', 'buzzard', 'chicken.']",0.25
49,blackbird,2,Is the item you're thinking of a bird?,Yes.,"['blackbird', 'budgie']",0.5
49,blackbird,3,Is the item you're thinking of a blackbird?,Yes! That's correct.,['blackbird'],1.0
50,parakeet,0,Is your item an animal?,Yes.,"['rooster', 'duck', 'parakeet', 'crow']",0.25
50,parakeet,1,Is your item a bird?,Yes.,"['rooster', 'duck', 'parakeet', 'crow.']",0.25
50,parakeet,2,Does your item have feathers?,Yes.,"['rooster', 'duck', 'parakeet', 'crow']",0.25
50,parakeet,3,Does your item make a distinct sound in the morning?,Yes.,"['rooster', 'crow']",0.5
50,parakeet,4,Is your item a rooster?,No.,"['duck', 'parakeet', 'crow.']",0.3333333333333333
50,parakeet,5,Is your item a duck?,No.,"['parakeet', 'crow.']",0.5
50,parakeet,6,Is your item a parakeet?,Yes! That's correct.,['crow'],1.0
51,potato,0,Is the item you have an animal?,No.,"['mushroom', 'peas', 'potato', 'onions']",0.25
51,potato,1,Is the item you have a plant?,Yes.,"['mushroom', 'peas', 'potato', 'onions']",0.14285714285714285
51,potato,2,Is the item you have a type of flowering plant?,No.,"['mushroom', 'peas', 'potato', 'onions']",0.25
51,potato,3,Is the item you have a type of vegetable?,Yes.,"['mushroom', 'peas', 'potato', 'onions.']",0.25
51,potato,4,Is the item you have a root vegetable?,Yes.,"['duck', 'mushroom', 'peas', 'pheasant', 'potato', 'emu', 'canary', 'onions']",0.09090909090909091
51,potato,5,Is the item you have commonly used as a base ingredient for soups or stews?,Yes.,"['potato', 'onions.']",0.5
51,potato,6,Is the item you have a potato?,Yes! That's correct.,['potato'],1.0
52,corn,0,Is your item a living creature?,No.,"['robin', 'peas', 'crow', 'peacock', 'tomato', 'parsley', 'corn', 'pelican']",0.125
52,corn,1,Is your item a vegetable?,Yes.,['tomato'],1.0
52,corn,2,Is your item a green vegetable?,No.,"['parsley', 'corn']",0.5
52,corn,3,Is your item a red vegetable?,No.,['tomato'],1.0
52,corn,4,Is your item a yellow vegetable?,Yes.,['corn'],1.0
52,corn,5,Is your item a corn?,Yes! That's correct.,['corn'],1.0
53,avocado,0,Is the chosen item a bird?,No.,"['avocado', 'pumpkin', 'onions', 'potato.']",0.25
53,avocado,1,Is the chosen item a vegetable?,No.,"['avocado', 'pumpkin', 'onions', 'potato.']",0.25
53,avocado,2,Is the chosen item a fruit?,Yes.,"['avocado', 'pumpkin']",0.5
53,avocado,3,Is the chosen item typically green?,Yes.,['avocado'],1.0
53,avocado,4,Is the chosen item an avocado?,Yes! That's correct.,['avocado'],1.0
54,0,cape,Is your item a piece of clothing?,Yes.,"['blouse', 'camisole', 'gown', 'cape']",0.25
54,1,cape,Is your item worn on the upper body?,No.,['cape'],1.0
54,2,cape,Is your item typically worn on the lower body?,No.,"['blouse', 'camisole', 'gown', 'cape.']",0.25
54,3,cape,Is your item an accessory such as jewelry or a bag?,Yes.,['cape'],1.0
54,4,cape,Is your item typically worn on the wrist?,No.,"['camisole', 'gown', 'cape']",0.3333333333333333
54,5,cape,Is your item typically worn around the neck?,No.,"['blouse', 'camisole', 'gown', 'cape']",0.25
54,6,cape,Is your item typically used to carry belongings?,No.,"['blouse', 'camisole', 'gown', 'cape.']",0.25
54,7,cape,Is your item typically worn on the head?,No.,"['blouse', 'camisole', 'gown', 'cape']",0.14285714285714285
54,8,cape,Is your item typically worn on the fingers?,No.,"['blouse', 'camisole', 'gown', 'cape']",0.25
54,9,cape,Is your item typically worn on the feet or legs?,No.,"['blouse', 'camisole', 'gown', 'cape']",0.25
54,10,cape,Is your item typically worn around the waist?,No.,"['blouse', 'camisole', 'gown', 'cape']",0.25
54,11,cape,Is your item typically worn over the shoulder?,Yes.,['cape'],1.0
54,12,cape,Is your item a cape?,Yes! That's correct.,['camisole'],1.0
55,0,cape,Is the item you have in mind a piece of clothing?,Yes.,"['trousers', 'pants', 'cape']",0.3333333333333333
55,1,cape,Is the item you have in mind worn on the upper body?,No.,"['trousers', 'pants', 'cape']",0.3333333333333333
55,2,cape,Is the item you have in mind worn on the lower body?,No.,"['trousers', 'pants', 'cape.']",0.3333333333333333
55,3,cape,Is the item you have in mind typically worn on the feet?,No.,"['trousers', 'pants', 'cape']",0.3333333333333333
55,4,cape,Is the item you have in mind typically worn on the head?,No.,['cape'],1.0
55,5,cape,Is the item you have in mind typically worn around the waist?,No.,['cape'],1.0
55,6,cape,Does the item you have in mind typically cover a specific body part?,Yes.,"['trousers', 'pants', 'cape']",0.3333333333333333
55,7,cape,Is the item you have in mind typically worn on the hands?,No.,"['trousers', 'pants', 'cape']",0.3333333333333333
55,8,cape,Is the item you have in mind typically worn on the neck?,No.,"['trousers', 'pants', 'cape']",0.3333333333333333
55,9,cape,Is the item you have in mind typically worn on the feet?,No.,"['trousers', 'pants', 'cape']",0.3333333333333333
55,10,cape,Is the item you have in mind typically worn on the shoulders or back?,Yes.,"['trousers', 'pants', 'cape']",0.3333333333333333
55,11,cape,Is the item you have in mind a cape?,Yes! That's correct.,['cape'],1.0
56,0,trousers,Is the item you have an explosive device?,No.,"['trousers', 'tomahawk', 'camisole', 'cloak', 'catapult', 'robe']",0.16666666666666666
56,1,trousers,Is the item you have a piece of clothing?,Yes.,"['trousers', 'camisole', 'cloak', 'robe']",0.25
56,2,trousers,Is the item you have worn on the upper body?,No.,['camisole'],1.0
56,3,trousers,Is the item you have worn on the lower body?,Yes.,"['trousers', 'camisole']",0.5
56,4,trousers,Is the item you have typically worn by men?,Yes.,['trousers'],1.0
56,5,trousers,Is the item you have a type of trousers?,Yes! That's correct.,['trousers'],1.0
57,0,grenade,Is the item you have something you wear?,No.,"['axe', 'grenade', 'revolver', 'stone']",0.25
57,1,grenade,Is the item you have a type of weapon?,Yes.,"['axe', 'grenade', 'revolver']",0.3333333333333333
57,2,grenade,Is the item you have a projectile weapon?,Yes.,"['axe', 'grenade', 'revolver']",0.3333333333333333
57,3,grenade,Is the item you have typically used for long-range attacks?,No.,"['axe', 'grenade', 'revolver', 'stone']",0.25
57,4,grenade,Is the item you have typically used for close-range attacks?,Yes.,['grenade'],1.0
57,5,grenade,Is the item you have a bladed weapon?,No.,"['revolver', 'grenade']",0.5
57,6,grenade,Is the item you have a blunt weapon?,No.,['revolver'],1.0
57,7,grenade,Is the item you have an explosive weapon?,Yes.,"['axe', 'grenade', 'revolver']",0.3333333333333333
57,8,grenade,Is the item you have a handheld explosive weapon?,Yes.,['grenade'],1.0
57,9,grenade,Is the item you have typically thrown or launched at a target?,Yes.,"['axe', 'grenade', 'revolver']",0.3333333333333333
57,10,grenade,Is the item you have a grenade?,Yes! That's correct.,['grenade'],1.0
58,0,spear,Is the item you have made of fabric?,No.,"['stick', 'spear', 'catapult', 'cannon']",0.25
58,1,spear,Is the item you have a weapon?,Yes.,"['stick', 'spear', 'catapult', 'cannon']",0.25
58,2,spear,Is the item you have a long-range weapon?,Yes.,['cannon'],1.0
58,3,spear,Is the item you have used for throwing projectiles?,Yes.,['None'],1.0
58,4,spear,Is the item you have a catapult?,No.,"['spear', 'catapult', 'cannon.']",0.3333333333333333
58,5,spear,Is the item you have a cannon?,No.,"['stick', 'spear']",0.5
58,6,spear,Is the item you have a spear?,Yes! That's correct.,['spear'],1.0
59,0,missile,Is the item you have assigned to the user something that can be worn?,No.,"['bomb', 'missile', 'rocket', 'stone']",0.25
59,1,missile,Is the item you have assigned to the user something that can explode or cause damage?,Yes.,"['bomb', 'missile', 'rocket']",0.3333333333333333
59,2,missile,Is the item you have assigned to the user something that is typically used for military purposes?,Yes.,"['missile', 'rocket']",0.5
59,3,missile,Is the item you have assigned to the user a missile or a rocket?,Yes! That's correct.,['missile'],1.0
60,0,swimsuit,Is your item a type of clothing?,Yes.,"['cloak', 'jacket', 'cape', 'swimsuit']",0.16666666666666666
60,1,swimsuit,Is your item worn on the upper body?,No.,"['cloak', 'cape', 'swimsuit.']",0.3333333333333333
60,2,swimsuit,Is your item worn on the lower body?,Yes.,"['cloak', 'jacket', 'cape', 'swimsuit']",0.25
60,3,swimsuit,Is your item typically worn in colder weather?,No.,['swimsuit'],1.0
60,4,swimsuit,Is your item typically worn in warmer weather?,Yes.,"['cloak', 'raisin', 'pumpkin', 'jacket', 'cape', 'swimsuit', 'prune', 'grapefruit.']",0.125
60,5,swimsuit,Is your item typically worn at the beach or in a swimming pool?,Yes.,['swimsuit'],1.0
60,6,swimsuit,Is your item a swimsuit?,Yes! That's correct.,['swimsuit'],1.0
61,0,trousers,Is your item a clothing item?,Yes.,"['camisole', 'pants', 'pajamas', 'trousers']",0.25
61,1,trousers,Is your item worn on the upper body?,No.,"['camisole', 'pajamas', 'trousers; pants', 'rhubarb', 'grapefruit', 'pumpkin', 'tomato.']",0.14285714285714285
61,2,trousers,Is your item worn on the lower body?,Yes.,"['camisole', 'pants', 'pajamas', 'trousers']",0.25
61,3,trousers,"Is your item usually made of a single material, like fabric or denim?",Yes.,['pants'],1.0
61,4,trousers,Is your item typically long in length?,Yes.,['pants'],1.0
61,5,trousers,Is your item specifically designed for formal occasions?,No.,"['pants', 'pajamas', 'trousers']",0.3333333333333333
61,6,trousers,Is your item typically worn by women?,No.,"['pants', 'pajamas', 'trousers']",0.3333333333333333
61,7,trousers,Is your item typically worn by both adults and children?,Yes.,"['pants', 'pajamas', 'trousers']",0.3333333333333333
61,8,trousers,Is your item typically worn during colder seasons?,No.,"['pants', 'pajamas', 'trousers']",0.3333333333333333
61,9,trousers,Is your item typically worn as part of a uniform?,"Sometimes, but not necessarily.","['pants', 'pajamas', 'trousers']",0.3333333333333333
61,10,trousers,Is your item typically worn as casual wear?,Yes.,"['camisole', 'pants', 'pajamas', 'trousers\n\n-Is your item worn on the upper body? No.\n']",0.25
61,11,trousers,Is your item typically made of a thin and lightweight material?,No.,"['pants', 'pajamas', 'trousers']",0.3333333333333333
61,12,trousers,Is your item typically made of a thicker and heavier material?,Yes.,"['pants', 'pajamas', 'trousers']",0.3333333333333333
61,13,trousers,Is your item typically worn on the legs and covers them fully?,Yes.,"['pants', 'trousers']",0.5
61,14,trousers,Is your item usually made of denim?,Yes.,"['pants', 'trousers']",0.5
61,15,trousers,"Is your item typically referred to as ""jeans""?",Yes! That's correct.,"['pants', 'trousers']",0.5
62,0,socks,Is your item something you wear?,Yes.,"['bra', 'socks', 'cloak', 'coat']",0.25
62,1,socks,Is your item something worn on the upper body?,No.,"['socks', 'cloak', 'coat']",0.3333333333333333
62,2,socks,Is your item something worn on the lower body?,No.,"['cloak', 'coat']",0.5
62,3,socks,Is your item an accessory?,No.,"['avocado', 'honeydew', 'cantaloupe', 'pear']",0.25
62,4,socks,Is your item a type of footwear?,Yes.,['socks'],1.0
62,5,socks,Is your item specifically designed for sports or athletic activities?,No.,['socks'],1.0
62,6,socks,Is your item meant to be worn indoors?,No.,"['bra', 'socks', 'cloak', 'coat.']",0.25
62,7,socks,Is your item typically worn by men?,No.,['socks'],1.0
62,8,socks,Is your item a type of sock?,Yes! That's correct.,['socks'],1.0
63,0,apple,Is the item you have a fruit?,Yes.,"['cranberry', 'apple', 'pumpkin', 'plum']",0.25
63,1,apple,Is the fruit you have red?,Yes.,"['cranberry', 'apple', 'plum']",0.3333333333333333
63,2,apple,Is the fruit you have small and round?,Yes.,"['cranberry', 'apple']",0.5
63,3,apple,Is the fruit you have commonly used in pies and desserts?,Yes.,"['cranberry', 'apple']",0.5
63,4,apple,Is the fruit you have a cranberry?,No.,['apple'],1.0
63,5,apple,Is the fruit you have commonly eaten raw?,Yes.,['apple'],1.0
63,6,apple,Is the fruit you have an apple?,Yes! That's correct.,['apple'],1.0
64,0,cherry,Is the item you have edible?,Yes.,"['coconut', 'cherry', 'peach', 'cranberry']",0.16666666666666666
64,1,cherry,Is the item you have round in shape?,Yes.,"['coconut', 'cherry']",0.5
64,2,cherry,Is the item you have a fruit?,Yes.,"['coconut', 'cherry']",0.5
64,3,cherry,Is the item you have typically red in color?,Yes.,"['cherry', 'cranberry']",0.5
64,4,cherry,Is the item you have a cranberry?,No.,['cherry'],1.0
64,5,cherry,Is the item you have a cherry?,Yes! That's correct.,['cherry'],1.0
65,0,coconut,Is the item you have edible?,Yes.,"['coconut', 'strawberry', 'pear', 'raisin']",0.25
65,1,coconut,Is the item you have a fruit?,Yes.,"['coconut', 'strawberry', 'pear', 'raisin']",0.25
65,2,coconut,Is the item you have small and round?,No.,"['coconut', 'pear', 'raisin']",0.3333333333333333
65,3,coconut,Is the item you have typically worn on the body?,No.,['coconut'],1.0
65,4,coconut,Is the item you have typically used to hold something together?,No.,"['coconut', 'strawberry']",0.5
65,5,coconut,Is the item you have typically worn on the hands?,No.,"['coconut', 'strawberry', 'pear']",0.3333333333333333
65,6,coconut,Is the item you have typically worn around the neck?,No.,"['coconut', 'strawberry', 'pear']",0.3333333333333333
65,7,coconut,Is the item you have typically worn on the head?,No.,['coconut'],1.0
65,8,coconut,"Based on your responses, the item you have is a skirt.","No, that's not correct.","['coconut', 'strawberry', 'belt', 'pear', 'tie', 'raisin', 'skirt']",0.14285714285714285
65,9,coconut,I apologize for the incorrect guess. Could you please provide me with another hint or clarification that could help me narrow down the item you have?,Certainly! Here's another hint: The item I have is typically brown and has a hard outer shell.,"['coconut', 'strawberry', 'pear', 'belt', 'tie', 'raisin', 'skirt', 'mittens']",0.125
65,10,coconut,"Thank you for the additional hint. Based on that, the item you have is most likely a coconut. Is that correct?",Yes! That's correct. Well done! The item I have is indeed a coconut.,['coconut'],1.0
66,0,socks,Is the item you have in mind a type of footwear?,Yes.,['boots'],1.0
66,1,socks,Is the item you have in mind boots?,No.,['socks'],1.0
66,2,socks,Is the item you have in mind socks?,Yes! That's correct.,['socks'],1.0
67,0,blouse,Is the item you have an edible vegetable?,No.,"['trousers', 'blouse', 'pants', 'slippers']",0.25
67,1,blouse,Is the item you have a piece of clothing?,Yes.,"['trousers', 'blouse', 'pants', 'slippers']",0.25
67,2,blouse,Is the item you have worn on the lower part of the body?,No.,"['trousers', 'blouse', 'pants', 'slippers']",0.25
67,3,blouse,Is the item you have worn on the upper part of the body?,Yes.,"['trousers', 'blouse', 'pants', 'slippers']",0.25
67,4,blouse,Is the item you have a type of shirt?,Yes.,['blouse'],1.0
67,5,blouse,Is the item you have a women's blouse?,Yes! That's correct.,['blouse'],1.0
68,0,swimsuit,Is the item you're thinking of something you wear?,Yes.,"['swimsuit', 'nightgown', 'shoes', 'camisole']",0.25
68,1,swimsuit,Is the item you're thinking of worn on the upper part of the body?,No.,"['beans', 'pickle', 'beets', 'shoes', 'mushroom.']",0.2
68,2,swimsuit,Is the item you're thinking of worn on the lower part of the body?,Yes.,"['swimsuit', 'beets', 'shoes', 'mushroom', 'camisole.']",0.2
68,3,swimsuit,Is the item you're thinking of typically worn by women?,No.,"['swimsuit', 'shoes']",0.5
68,4,swimsuit,Is the item you're thinking of typically worn by men?,Yes.,"['swimsuit', 'shoes']",0.5
68,5,swimsuit,Is the item you're thinking of a type of footwear?,No.,['shoes'],1.0
68,6,swimsuit,Is the item you're thinking of a type of bottoms or pants?,No.,['beets'],1.0
68,7,swimsuit,Is the item you're thinking of a type of underwear or undergarment?,No.,['swimsuit.'],1.0
68,8,swimsuit,Is the item you're thinking of a type of swimwear?,Yes! That's correct.,['swimsuit'],1.0
69,0,broccoli,Is the item you have edible?,Yes.,"['peas', 'mushroom', 'cucumber', 'broccoli']",0.25
69,1,broccoli,Is the item you have a vegetable?,Yes.,"['peas', 'mushroom', 'cucumber', 'broccoli']",0.25
69,2,broccoli,Is the item you have green in color?,Yes.,"['peas', 'broccoli']",0.5
69,3,broccoli,Is the item you have usually eaten raw?,No.,"['peas', 'cucumber', 'broccoli']",0.3333333333333333
69,4,broccoli,Is the item you have usually cooked or boiled before eating?,Yes.,['broccoli'],1.0
69,5,broccoli,Is the item you have a popular ingredient in soups and stews?,Yes.,['broccoli'],1.0
69,6,broccoli,Is the item you have broccoli?,Yes! That's correct.,['broccoli'],1.0
70,0,onions,Is the item you have edible?,Yes.,"['olive', 'potato', 'onions', 'pumpkin']",0.25
70,1,onions,Is the item a vegetable?,Yes.,"['olive', 'potato', 'onions', 'pumpkin']",0.25
70,2,onions,Is the item round and typically orange in color?,No.,"['olive', 'potato', 'onions', 'pumpkin']",0.25
70,3,onions,Is the item commonly used in salads or as a topping for pizzas?,Yes.,"['olive', 'potato', 'onions', 'pumpkin\n\nFor the second question', 'since the item is a vegetable', 'we can eliminate olive and potato from the candidates. \n']",0.16666666666666666
70,4,onions,Is the item typically green in color?,No.,"['olive', 'potato', 'onions']",0.3333333333333333
70,5,onions,Is the item typically white or brown in color?,Yes.,['onion'],1.0
70,6,onions,Is the item an onion?,Yes! That's correct.,['onions'],1.0
71,0,cauliflower,Is the item you have in mind something that can be worn?,No.,"['shoes', 'tie', 'belt', 'bra\n\nCandidates: shoes', 'peas', 'beans', 'tie', 'cauliflower', 'belt', 'bra', 'cabbage.\nDialogue: \n-Is the item you have in mind something that can be worn? Yes.']",0.09090909090909091
71,1,cauliflower,Is the item you have in mind a food?,Yes.,"['peas', 'beans', 'cauliflower', 'cabbage']",0.25
71,2,cauliflower,Is the item you have in mind a vegetable?,Yes.,"['cauliflower', 'cabbage']",0.5
71,3,cauliflower,Is the item you have in mind a member of the Brassica family?,Yes.,['cabbage'],1.0
71,4,cauliflower,Is the item you have in mind cauliflower?,Yes! That's correct.,['cauliflower'],1.0
72,0,spear,Is the item you have related to food?,No.,"['revolver', 'shotgun', 'stick', 'spear', 'pumpkin']",0.2
72,1,spear,Is the item you have a weapon?,Yes.,"['revolver', 'shotgun']",0.5
72,2,spear,Is the item you have a firearm?,No.,"['stick', 'spear']",0.5
72,3,spear,Is the item you have a melee weapon?,Yes.,"['stick', 'spear']",0.5
72,4,spear,Is the item you have a sharp object?,Yes.,['spear'],1.0
72,5,spear,Is the item you have a stick?,No.,"['revolver', 'shotgun', 'stick', 'spear', 'pumpkin']",0.125
72,6,spear,Is the item you have a spear?,Yes! That's correct.,['spear'],1.0
73,0,grenade,Is the item you have in mind a fruit?,No.,"['gun', 'grenade', 'rocket', 'cannon']",0.25
73,1,grenade,Is the item you have in mind a weapon?,Yes.,"['gun', 'grenade', 'rocket', 'cannon']",0.25
73,2,grenade,Is the item you have in mind typically handheld?,Yes.,"['gun', 'grenade']",0.5
73,3,grenade,Is the item you have in mind a firearm?,No.,"['gun', 'grenade']",0.5
73,4,grenade,Is the item you have in mind an explosive device?,Yes.,"['grenade', 'rocket']",0.5
73,5,grenade,Is the item you have in mind commonly used for military purposes?,Yes.,"['gun', 'grenade', 'rocket', 'cannon.']",0.25
73,6,grenade,Is the item you have in mind a grenade?,Yes! That's correct.,"['gun', 'grenade', 'rocket', 'cannon.']",0.25
74,0,bomb,Is your item a fruit?,No.,"['rock', 'bomb', 'pumpkin', 'stone', 'crossbow']",0.2
74,1,bomb,Is your item a non-living object?,Yes.,"['bomb', 'crossbow']",0.5
74,2,bomb,Is your item typically found outdoors?,Yes.,"['rock', 'bomb', 'stone', 'crossbow']",0.25
74,3,bomb,Is your item commonly used for decorative purposes?,No.,"['rock', 'bomb', 'pumpkin', 'stone', 'crossbow.']",0.2
74,4,bomb,Is your item made of natural materials?,No.,"['bomb', 'crossbow']",0.5
74,5,bomb,Is your item made of metal?,Yes.,"['rock', 'bomb', 'crossbow']",0.3333333333333333
74,6,bomb,Does your item have a sharp edge or point?,Yes.,"['bomb', 'crossbow']",0.5
74,7,bomb,Is your item a crossbow?,No.,"['rock', 'bomb', 'pumpkin', 'stone', 'crossbow.']",0.2
74,8,bomb,Is your item a bomb?,Yes! That's correct.,['bomb'],1.0
76,0,rhubarb,Is the item you have an edible fruit?,No.,"['crowbar', 'pistol', 'rifle', 'whip']",0.25
76,1,rhubarb,Is the item you have a tool or weapon?,No.,"['crowbar', 'pistol', 'rifle', 'whip']",0.25
76,2,rhubarb,Is the item you have a living organism?,Yes.,"['rhubarb', 'peach', 'apple', 'plum', 'crowbar', 'pistol', 'rifle', 'whip.']",0.125
