dialogue_id,intra_dialogue_id,target,question,answer,question_confidence,question_observed_consistency,question_self_reflection,answer_confidence,answer_observed_consistency,answer_self_reflection,question_time,answer_time
78,1,missile,Is your item a bazooka?,No.,,,,,,,448,393
78,2,missile,Is your item a missile?,Yes! That's correct.,,,,,,,505,494
79,0,rocket,Is the item edible?,No.,,,,,,,451,338
79,1,rocket,Is the item a tool or weapon?,It can be considered a tool.,,,,,,,566,439
79,2,rocket,Is the item used for opening things?,No.,,,,,,,410,380
79,3,rocket,"Is the item typically found in a specific place, such as a kitchen or a workshop?",Yes.,,,,,,,587,337
79,4,rocket,Is the item commonly found in a workshop?,Yes.,,,,,,,502,365
79,5,rocket,Is the item a crowbar?,No.,,,,,,,460,380
79,6,rocket,Is the item a cannon?,No.,,,,,,,495,426
79,7,rocket,Is the item a grenade?,No.,,,,,,,453,449
79,8,rocket,Is the item a rocket?,Yes! That's correct.,,,,,,,379,459
80,0,axe,Is the item you are thinking of a weapon?,Yes.,,,,,,,513,399
80,1,axe,Is the item you are thinking of a bazooka?,No.,,,,,,,617,331
80,2,axe,Is the item you are thinking of a cannon?,No.,,,,,,,715,411
80,3,axe,Is the item you are thinking of an axe?,Yes! That's correct.,,,,,,,468,799
81,0,potato,Is the item you are thinking of used as a weapon?,No.,,,,,,,453,382
81,1,potato,Is the item you are thinking of a plant?,Yes.,,,,,,,459,393
81,2,potato,Is the item you are thinking of a mushroom?,No.,,,,,,,469,396
81,3,potato,Is the item you are thinking of a root vegetable?,Yes.,,,,,,,454,417
81,4,potato,Is the item you are thinking of a turnip?,No.,,,,,,,481,431
81,5,potato,Is the item you are thinking of a radish?,No.,,,,,,,510,408
81,6,potato,Is the item you are thinking of a potato?,Yes! That's correct.,,,,,,,566,488
82,0,peas,Is the item you have rifle?,No.,,,,,,,459,434
82,1,peas,Is the item you have a rock?,No.,,,,,,,460,411
82,2,peas,Is the item you have a cabbage?,No.,,,,,,,415,438
82,3,peas,Is the item you have a bomb?,No.,,,,,,,471,526
82,4,peas,Is the item you have peas?,Yes! That's correct.,,,,,,,505,396
83,0,mushroom,Is the item you are thinking of a vegetable?,No.,,,,,,,397,391
83,1,mushroom,Is the item you are thinking of a tool?,No.,,,,,,,506,868
83,2,mushroom,Is the item you are thinking of a weapon?,No.,,,,,,,483,315
83,3,mushroom,Is the item you are thinking of a plant?,Yes.,,,,,,,502,423
83,4,mushroom,Is the item you are thinking of a mushroom?,Yes! That's correct.,,,,,,,505,431
84,0,lime,Is your item a fruit?,Yes.,,,,,,,380,349
84,1,lime,Is your item citrus?,Yes.,,,,,,,348,402
84,2,lime,Is your item a grapefruit?,No.,,,,,,,450,726
84,3,lime,Is your item a lime?,Yes! That's correct.,,,,,,,370,755
85,0,banana,Is your item a fruit?,Yes.,,,,,,,438,419
85,1,banana,Is your item orange in color?,No.,,,,,,,390,394
85,2,banana,Is your item red in color?,No.,,,,,,,492,391
85,3,banana,Is your item yellow in color?,Yes.,,,,,,,387,329
85,4,banana,Is your item a banana?,Yes! That's correct.,,,,,,,438,459
86,0,coconut,Is the item you are thinking of a fruit?,Yes.,,,,,,,485,433
86,1,coconut,Is the item you are thinking of an orange?,No.,,,,,,,454,384
86,2,coconut,Is the item you are thinking of a raspberry?,No.,,,,,,,491,387
86,3,coconut,Is the item you are thinking of a lemon?,No.,,,,,,,517,416
86,4,coconut,Is the item you are thinking of a coconut?,Yes! That's correct.,,,,,,,453,413
87,0,carrot,Is your item a fruit?,No.,,,,,,,430,474
87,1,carrot,Is your item a vegetable?,Yes.,,,,,,,430,399
87,2,carrot,Is your item green?,No.,,,,,,,442,401
87,3,carrot,Is your item orange?,Yes! That's correct.,,,,,,,647,412
88,0,pickle,Is the item a fruit?,No.,,,,,,,465,333
88,1,pickle,Is the item a vegetable?,Yes.,,,,,,,371,420
88,2,pickle,Is the item a root vegetable?,No.,,,,,,,459,328
88,3,pickle,Is the item a type of squash?,No.,,,,,,,461,398
88,4,pickle,Is the item a legume?,No.,,,,,,,494,381
88,5,pickle,Is the item a cucumber-based product?,Yes.,,,,,,,462,414
88,6,pickle,Is the item a pickle?,Yes! That's correct.,,,,,,,464,383
89,0,onions,Is the item you're thinking of a fruit?,No.,,,,,,,514,333
89,1,onions,Is the item you're thinking of a vegetable?,Yes.,,,,,,,548,323
89,2,onions,Is the item you're thinking of a root vegetable?,Yes.,,,,,,,559,421
89,3,onions,Is the item you're thinking of beets?,No.,,,,,,,520,357
89,4,onions,Is the item you're thinking of onions?,Yes! That's correct.,,,,,,,485,429
