dialogue_id,intra_dialogue_id,target,question,answer,candidates,probability,explanation
38,seagull,1,Is the candidate you have in mind a stork?,No.,"['chickadee', 'owl', 'seagull']",0.3333333333333333
38,seagull,2,Is the candidate you have in mind an owl?,No.,"['chickadee', 'owl', 'seagull\nEXPLANATION: None of the candidates are storks', 'so they all satisfy the second question.;']",0.25
38,seagull,3,Is the candidate you have in mind a chickadee?,No.,['seagull'],1.0
38,seagull,4,Is the candidate you have in mind a seagull?,Yes! That's correct.,['seagull'],1.0
39,whip,0,Is the item alive?,No.,"['whip', 'stick', 'catapult', 'bazooka']",0.25
39,whip,1,Is the item a household object?,No.,"['whip', 'stick', 'catapult', 'bazooka']",0.25
39,whip,2,Is the item usually made of metal?,No.,['catapult'],1.0
39,whip,3,Is the item typically used for hunting or defense?,No.,['catapult'],1.0
39,whip,4,Does the item have feathers?,No.,['catapult'],1.0
39,whip,5,"Is the item a long, thin object?",Yes.,['catapult'],1.0
39,whip,6,Is the item typically used for hitting or striking something?,Yes.,['None'],1.0
39,whip,7,Is the item a whip?,Yes! That's correct.,['None.'],1.0
40,bomb,0,Is the item living?,No.,"['rifle', 'grenade', 'stone', 'bomb']",0.25
40,bomb,1,Is the item a weapon?,Yes.,"['rifle', 'grenade', 'bomb']",0.3333333333333333
40,bomb,2,Is the item explosive?,Yes.,"['grenade', 'bomb']",0.5
40,bomb,3,Does the item have a long range?,No.,['grenade'],1.0
40,bomb,4,Is the item handheld?,Yes.,['grenade'],1.0
40,bomb,5,Is the item commonly used by military personnel?,Yes.,['grenade'],1.0
40,bomb,6,Is the item a grenade?,No.,[],0
40,bomb,7,Is the item a bomb?,Yes! That's correct.,['bomb'],1.0
41,stick,0,Is your item a living creature?,No.,"['whip', 'stick', 'sword', 'tomahawk']",0.25
41,stick,1,Is your item made of wood?,Yes.,"['stick', 'tomahawk']",0.5
41,stick,2,Is your item a stick?,Yes! That's correct.,['stick'],1.0
42,budgie,0,Is the item you have an animal?,Yes.,"['budgie', 'finch', 'crow', 'raven']",0.25
42,budgie,1,Is the animal you have a bird?,Yes.,"['budgie', 'finch', 'crow', 'raven']",0.25
42,budgie,2,Is the bird you have a pet?,Yes.,"['budgie', 'finch']",0.5
42,budgie,3,Is the bird you have smaller than a crow?,Yes.,"['budgie', 'finch\nEXPLANATION: Both budgie and finch are birds; ']",0.5
42,budgie,4,Is the bird you have commonly kept as a pet a budgie?,Yes! That's correct.,['budgie'],1.0
43,dove,0,Is the item you have an animal?,Yes.,"['swan', 'buzzard', 'dove', 'robin']",0.25
43,dove,1,Does the item you have feathers?,Yes.,"['swan', 'buzzard', 'dove', 'robin']",0.25
43,dove,2,Is the item you have a bird?,Yes.,"['swan', 'buzzard', 'dove', 'robin']",0.25
43,dove,3,Is the item you have a songbird?,No.,"['swan', 'buzzard', 'dove', 'robin\nEXPLANATION: All candidates (swan', 'buzzard', 'dove', 'robin) have feathers; ']",0.14285714285714285
43,dove,4,Is the item you have a bird of prey?,No.,"['swan', 'dove']",0.5
43,dove,5,Is the item you have a water bird?,No.,"['swan', 'dove\nEXPLANATION: Both swan and dove have feathers; ']",0.5
43,dove,6,Is the item you have a land bird?,Yes.,"['swan', 'dove']",0.5
43,dove,7,Is the item you have a small land bird?,Yes.,"['swan', 'dove\nEXPLANATION: Both swan and dove have feathers; ']",0.5
43,dove,8,Is the item you have a robin?,No.,"['swan', 'dove\nEXPLANATION: Both swan and dove have feathers; ']",0.5
43,dove,9,Is the item you have a dove?,Yes! That's correct.,"['swan', 'dove\nEXPLANATION: Both swan and dove have feathers; ']",0.5
44,woodpecker,0,Is the item you have a fruit?,No.,"['woodpecker', 'stork', 'swan', 'canary']",0.25
44,woodpecker,1,Is the item you have a bird?,Yes.,"['woodpecker', 'stork', 'swan', 'canary']",0.25
44,woodpecker,2,Is the item you have a water bird?,No.,"['woodpecker', 'canary']",0.5
44,woodpecker,3,Is the item you have a bird of prey?,No.,"['woodpecker', 'canary']",0.5
44,woodpecker,4,Is the item you have a small bird?,No.,['woodpecker'],1.0
44,woodpecker,5,Is the item you have a stork?,No.,['woodpecker'],1.0
44,woodpecker,6,Is the item you have a woodpecker?,Yes! That's correct.,['woodpecker'],1.0
45,rhubarb,0,Is the item an animal?,No.,"['rhubarb', 'cherry', 'apple', 'grapefruit']",0.25
45,rhubarb,1,Is the item a fruit or vegetable?,Yes.,"['rhubarb', 'cherry', 'apple', 'grapefruit']",0.25
45,rhubarb,2,Is the item a fruit?,No.,['rhubarb'],1.0
45,rhubarb,3,Is the item a vegetable?,Yes.,['rhubarb'],1.0
45,rhubarb,4,Is the item a leafy vegetable?,No.,['rhubarb'],1.0
45,rhubarb,5,Is the item a root vegetable?,No.,['rhubarb'],1.0
45,rhubarb,6,Is the item a vegetable that grows above the ground?,Yes.,['rhubarb'],1.0
45,rhubarb,7,Is the item red or orange in color?,No.,['rhubarb'],1.0
45,rhubarb,8,Is the item green in color?,No.,['rhubarb'],1.0
45,rhubarb,9,Is the item yellow in color?,No.,['rhubarb'],1.0
45,rhubarb,10,Is the item a purple or violet color?,No.,['rhubarb'],1.0
45,rhubarb,11,Is the item brown in color?,No.,['rhubarb'],1.0
45,rhubarb,12,Is the item white in color?,No.,['rhubarb'],1.0
45,rhubarb,13,Is the item black in color?,No.,['rhubarb'],1.0
45,rhubarb,14,Is the item a vegetable that is commonly yellowish-green in color?,No.,['rhubarb'],1.0
45,rhubarb,15,Is the item a vegetable that is commonly purple in color?,No.,['rhubarb'],1.0
45,rhubarb,16,"I apologize, but I am unable to determine the item based on the information provided. Could you please let me know the name of the vegetable?",Yes! That's correct. The item assigned to me is rhubarb.,['rhubarb'],1.0
46,tangerine,0,Is the item you are thinking of a fruit?,Yes.,"['honeydew', 'avocado', 'banana', 'tangerine']",0.25
46,tangerine,1,Is the fruit you are thinking of yellow?,No.,"['honeydew', 'avocado', 'tangerine']",0.3333333333333333
46,tangerine,2,Is the fruit you are thinking of round in shape?,Yes.,['tangerine'],1.0
46,tangerine,3,Is the fruit you are thinking of commonly eaten fresh?,Yes.,['tangerine'],1.0
46,tangerine,4,Is the fruit you are thinking of smaller than an orange?,Yes.,['tangerine'],1.0
46,tangerine,5,Is the fruit you are thinking of a banana?,No.,['tangerine'],1.0
46,tangerine,6,Is the fruit you are thinking of a tangerine?,Yes! That's correct.,['tangerine'],1.0
47,nectarine,0,Is the item a type of fruit?,Yes.,"['rhubarb', 'nectarine', 'prune', 'tomato']",0.25
47,nectarine,1,Is the item a type of citrus fruit?,No.,"['nectarine', 'prune']",0.5
47,nectarine,2,Is the item a type of stone fruit?,Yes.,"['nectarine', 'prune']",0.5
47,nectarine,3,Is the item typically red or orange in color?,Yes.,['nectarine'],1.0
47,nectarine,4,"Is the item typically smaller in size, like a cherry or plum?",No.,['nectarine'],1.0
47,nectarine,5,"Is the item typically larger in size, like a peach or nectarine?",Yes.,['nectarine'],1.0
47,nectarine,6,Is the item a nectarine?,Yes! That's correct.,['nectarine'],1.0
48,crow,0,Is the item you have a vegetable?,No.,"['chickadee', 'starling', 'mushroom', 'buzzard', 'crow']",0.2
48,crow,1,Is the item you have a bird?,Yes.,"['chickadee', 'starling', 'buzzard', 'crow']",0.25
48,crow,2,Is the item you have a type of songbird?,No.,"['buzzard', 'crow']",0.5
48,crow,3,Is the item you have a type of bird of prey?,No.,['None'],1.0
48,crow,4,Is the item you have a type of scavenger bird?,Yes.,['None.'],1.0
48,crow,5,Is the item you have a type of crow?,Yes! That's correct.,"['None.\nEXPLANATION: The item is a bird', 'so we include only birds; ']",0.5
49,blackbird,0,Is the item you're thinking of an animal?,Yes.,"['blackbird', 'budgie', 'buzzard', 'chicken']",0.25
49,blackbird,1,Does the item you're thinking of have wings?,Yes.,"['blackbird', 'budgie', 'buzzard', 'chicken\nEXPLANATION: All remaining candidates (blackbird', 'budgie', 'buzzard', 'chicken) have wings; ']",0.14285714285714285
49,blackbird,2,Is the item you're thinking of a bird?,Yes.,"['blackbird', 'budgie', 'buzzard', 'chicken']",0.25
49,blackbird,3,Is the item you're thinking of a blackbird?,Yes! That's correct.,['blackbird'],1.0
50,parakeet,0,Is your item an animal?,Yes.,"['rooster', 'duck', 'parakeet', 'crow']",0.25
50,parakeet,1,Is your item a bird?,Yes.,"['rooster', 'duck', 'parakeet', 'crow\nEXPLANATION: All candidates (rooster', 'duck', 'parakeet', 'crow) are birds; ']",0.14285714285714285
50,parakeet,2,Does your item have feathers?,Yes.,"['rooster', 'duck', 'parakeet', 'crow']",0.25
50,parakeet,3,Does your item make a distinct sound in the morning?,Yes.,['rooster'],1.0
50,parakeet,4,Is your item a rooster?,No.,[],0
50,parakeet,5,Is your item a duck?,No.,[],0
50,parakeet,6,Is your item a parakeet?,Yes! That's correct.,['parakeet'],1.0
51,potato,0,Is the item you have an animal?,No.,"['mushroom', 'peas', 'potato', 'onions']",0.25
51,potato,1,Is the item you have a plant?,Yes.,"['peas', 'potato', 'onions']",0.3333333333333333
51,potato,2,Is the item you have a type of flowering plant?,No.,['potato'],1.0
51,potato,3,Is the item you have a type of vegetable?,Yes.,['potato'],1.0
51,potato,4,Is the item you have a root vegetable?,Yes.,['potato'],1.0
51,potato,5,Is the item you have commonly used as a base ingredient for soups or stews?,Yes.,['potato'],1.0
51,potato,6,Is the item you have a potato?,Yes! That's correct.,['potato'],1.0
52,corn,0,Is your item a living creature?,No.,"['peas', 'tomato', 'parsley', 'corn']",0.25
52,corn,1,Is your item a vegetable?,Yes.,"['peas', 'tomato', 'parsley', 'corn']",0.25
52,corn,2,Is your item a green vegetable?,No.,"['tomato', 'corn']",0.5
52,corn,3,Is your item a red vegetable?,No.,['corn'],1.0
52,corn,4,Is your item a yellow vegetable?,Yes.,['corn'],1.0
52,corn,5,Is your item a corn?,Yes! That's correct.,['corn'],1.0
53,avocado,0,Is the chosen item a bird?,No.,"['avocado', 'pumpkin', 'onions', 'potato']",0.25
53,avocado,1,Is the chosen item a vegetable?,No.,['avocado'],1.0
53,avocado,2,Is the chosen item a fruit?,Yes.,['avocado'],1.0
53,avocado,3,Is the chosen item typically green?,Yes.,['avocado'],1.0
53,avocado,4,Is the chosen item an avocado?,Yes! That's correct.,['avocado'],1.0
54,cape,0,Is your item a piece of clothing?,Yes.,"['blouse', 'camisole', 'gown', 'cape']",0.25
54,cape,1,Is your item worn on the upper body?,No.,['gown'],1.0
54,cape,2,Is your item typically worn on the lower body?,No.,['gown'],1.0
54,cape,3,Is your item an accessory such as jewelry or a bag?,Yes.,[],0
54,cape,4,Is your item typically worn on the wrist?,No.,['None.'],1.0
54,cape,5,Is your item typically worn around the neck?,No.,['None.'],1.0
54,cape,6,Is your item typically used to carry belongings?,No.,['None.'],1.0
54,cape,7,Is your item typically worn on the head?,No.,['None.'],1.0
54,cape,8,Is your item typically worn on the fingers?,No.,['None.'],1.0
54,cape,9,Is your item typically worn on the feet or legs?,No.,['None\nEXPLANATION: The item is not worn on the upper body;'],1.0
54,cape,10,Is your item typically worn around the waist?,No.,['None\nEXPLANATION: The item is not worn on the upper body; '],1.0
54,cape,11,Is your item typically worn over the shoulder?,Yes.,['None\nEXPLANATION: The item is not worn on the upper body; '],1.0
54,cape,12,Is your item a cape?,Yes! That's correct.,['cape\nEXPLANATION: The item is not worn on the upper body; '],1.0
55,cape,0,Is the item you have in mind a piece of clothing?,Yes.,"['trousers', 'pants', 'cape', 'boots']",0.25
55,cape,1,Is the item you have in mind worn on the upper body?,No.,"['trousers', 'pants', 'boots']",0.3333333333333333
55,cape,2,Is the item you have in mind worn on the lower body?,No.,['boots'],1.0
55,cape,3,Is the item you have in mind typically worn on the feet?,No.,[],0
55,cape,4,Is the item you have in mind typically worn on the head?,No.,"['gloves', 'scarf', 'belt', 'dress', 'mittens']",0.2
55,cape,5,Is the item you have in mind typically worn around the waist?,No.,"['gloves', 'scarf', 'belt', 'dress', 'mittens\nEXPLANATION: The item is not worn on the upper body; ']",0.2
55,cape,6,Does the item you have in mind typically cover a specific body part?,Yes.,"['gloves', 'mittens']",0.5
55,cape,7,Is the item you have in mind typically worn on the hands?,No.,['None'],1.0
55,cape,8,Is the item you have in mind typically worn on the neck?,No.,['None'],1.0
55,cape,9,Is the item you have in mind typically worn on the feet?,No.,['None'],1.0
55,cape,10,Is the item you have in mind typically worn on the shoulders or back?,Yes.,['None'],1.0
55,cape,11,Is the item you have in mind a cape?,Yes! That's correct.,['None'],1.0
56,trousers,0,Is the item you have an explosive device?,No.,"['trousers', 'tomahawk', 'camisole', 'cloak', 'catapult', 'robe']",0.16666666666666666
56,trousers,1,Is the item you have a piece of clothing?,Yes.,"['trousers', 'camisole', 'cloak', 'robe']",0.25
56,trousers,2,Is the item you have worn on the upper body?,No.,['trousers'],1.0
56,trousers,3,Is the item you have worn on the lower body?,Yes.,['trousers'],1.0
56,trousers,4,Is the item you have typically worn by men?,Yes.,['trousers'],1.0
56,trousers,5,Is the item you have a type of trousers?,Yes! That's correct.,['trousers'],1.0
57,grenade,0,Is the item you have something you wear?,No.,"['axe', 'grenade', 'revolver', 'stone']",0.25
57,grenade,1,Is the item you have a type of weapon?,Yes.,"['axe', 'grenade', 'revolver']",0.3333333333333333
57,grenade,2,Is the item you have a projectile weapon?,Yes.,['revolver'],1.0
57,grenade,3,Is the item you have typically used for long-range attacks?,No.,['revolver'],1.0
57,grenade,4,Is the item you have typically used for close-range attacks?,Yes.,['revolver'],1.0
57,grenade,5,Is the item you have a bladed weapon?,No.,['revolver'],1.0
57,grenade,6,Is the item you have a blunt weapon?,No.,['revolver'],1.0
57,grenade,7,Is the item you have an explosive weapon?,Yes.,['None'],1.0
57,grenade,8,Is the item you have a handheld explosive weapon?,Yes.,['None.'],1.0
57,grenade,9,Is the item you have typically thrown or launched at a target?,Yes.,['None.'],1.0
57,grenade,10,Is the item you have a grenade?,Yes! That's correct.,['None.'],1.0
58,spear,0,Is the item you have made of fabric?,No.,"['stick', 'spear', 'catapult', 'cannon']",0.25
58,spear,1,Is the item you have a weapon?,Yes.,"['stick', 'spear', 'cannon']",0.3333333333333333
58,spear,2,Is the item you have a long-range weapon?,Yes.,"['stick', 'spear', 'cannon\n\nEXPLANATION: The item is a weapon', 'so we eliminate any items that are not weapons. All candidates (stick', 'spear', 'cannon) are weapons', 'so all remain; ']",0.14285714285714285
58,spear,3,Is the item you have used for throwing projectiles?,Yes.,['spear'],1.0
58,spear,4,Is the item you have a catapult?,No.,['spear'],1.0
58,spear,5,Is the item you have a cannon?,No.,['spear'],1.0
58,spear,6,Is the item you have a spear?,Yes! That's correct.,['spear'],1.0
59,missile,0,Is the item you have assigned to the user something that can be worn?,No.,"['bomb', 'missile', 'rocket', 'stone']",0.25
59,missile,1,Is the item you have assigned to the user something that can explode or cause damage?,Yes.,"['bomb', 'missile', 'rocket']",0.3333333333333333
59,missile,2,Is the item you have assigned to the user something that is typically used for military purposes?,Yes.,"['bomb', 'missile', 'rocket\nEXPLANATION: [The item can explode or cause damage', 'so all items remain as candidates]; ']",0.25
59,missile,3,Is the item you have assigned to the user a missile or a rocket?,Yes! That's correct.,"['bomb', 'missile', 'rocket\nEXPLANATION: [The item can explode or cause damage', 'so all items remain as candidates]; ']",0.25
60,swimsuit,0,Is your item a type of clothing?,Yes.,"['cloak', 'jacket', 'cape', 'swimsuit']",0.25
60,swimsuit,1,Is your item worn on the upper body?,No.,['swimsuit'],1.0
60,swimsuit,2,Is your item worn on the lower body?,Yes.,['swimsuit'],1.0
60,swimsuit,3,Is your item typically worn in colder weather?,No.,['swimsuit'],1.0
60,swimsuit,4,Is your item typically worn in warmer weather?,Yes.,['swimsuit'],1.0
60,swimsuit,5,Is your item typically worn at the beach or in a swimming pool?,Yes.,['swimsuit'],1.0
60,swimsuit,6,Is your item a swimsuit?,Yes! That's correct.,['swimsuit'],1.0
61,trousers,0,Is your item a clothing item?,Yes.,"['camisole', 'pants', 'pajamas', 'trousers']",0.25
61,trousers,1,Is your item worn on the upper body?,No.,"['pants', 'pajamas', 'trousers']",0.3333333333333333
61,trousers,2,Is your item worn on the lower body?,Yes.,"['pants', 'pajamas', 'trousers']",0.3333333333333333
61,trousers,3,"Is your item usually made of a single material, like fabric or denim?",Yes.,"['pants', 'pajamas', 'trousers']",0.3333333333333333
61,trousers,4,Is your item typically long in length?,Yes.,"['pants', 'pajamas', 'trousers\nEXPLANATION: All candidates (pants', 'pajamas', 'trousers) are worn on the lower body; ']",0.2
61,trousers,5,Is your item specifically designed for formal occasions?,No.,"['pants', 'pajamas']",0.5
61,trousers,6,Is your item typically worn by women?,No.,['pants'],1.0
61,trousers,7,Is your item typically worn by both adults and children?,Yes.,['pants'],1.0
61,trousers,8,Is your item typically worn during colder seasons?,No.,['pants'],1.0
61,trousers,9,Is your item typically worn as part of a uniform?,"Sometimes, but not necessarily.",['pants'],1.0
61,trousers,10,Is your item typically worn as casual wear?,Yes.,['pants'],1.0
61,trousers,11,Is your item typically made of a thin and lightweight material?,No.,['pants'],1.0
61,trousers,12,Is your item typically made of a thicker and heavier material?,Yes.,['pants'],1.0
61,trousers,13,Is your item typically worn on the legs and covers them fully?,Yes.,['pants'],1.0
61,trousers,14,Is your item usually made of denim?,Yes.,['pants'],1.0
61,trousers,15,"Is your item typically referred to as ""jeans""?",Yes! That's correct.,['pants'],1.0
62,socks,0,Is your item something you wear?,Yes.,"['bra', 'socks', 'cloak', 'coat']",0.25
62,socks,1,Is your item something worn on the upper body?,No.,['socks'],1.0
62,socks,2,Is your item something worn on the lower body?,No.,['socks'],1.0
62,socks,3,Is your item an accessory?,No.,['socks'],1.0
62,socks,4,Is your item a type of footwear?,Yes.,['socks'],1.0
62,socks,5,Is your item specifically designed for sports or athletic activities?,No.,['socks'],1.0
62,socks,6,Is your item meant to be worn indoors?,No.,['socks'],1.0
62,socks,7,Is your item typically worn by men?,No.,['socks'],1.0
62,socks,8,Is your item a type of sock?,Yes! That's correct.,['socks'],1.0
63,apple,0,Is the item you have a fruit?,Yes.,"['cranberry', 'apple', 'pumpkin', 'plum']",0.25
63,apple,1,Is the fruit you have red?,Yes.,"['cranberry', 'apple']",0.5
63,apple,2,Is the fruit you have small and round?,Yes.,['cranberry'],1.0
63,apple,3,Is the fruit you have commonly used in pies and desserts?,Yes.,['cranberry'],1.0
63,apple,4,Is the fruit you have a cranberry?,No.,['None'],1.0
63,apple,5,Is the fruit you have commonly eaten raw?,Yes.,['None'],1.0
63,apple,6,Is the fruit you have an apple?,Yes! That's correct.,['None.'],1.0
64,cherry,0,Is the item you have edible?,Yes.,"['coconut', 'cherry', 'peach', 'cranberry']",0.25
64,cherry,1,Is the item you have round in shape?,Yes.,"['coconut', 'cherry', 'peach', 'cranberry\nEXPLANATION: Among the edible items', 'coconut', 'cherry', 'and peach are round in shape', 'but cranberry is not typically considered round; ']",0.125
64,cherry,2,Is the item you have a fruit?,Yes.,"['coconut', 'cherry', 'peach']",0.3333333333333333
64,cherry,3,Is the item you have typically red in color?,Yes.,['cherry'],1.0
64,cherry,4,Is the item you have a cranberry?,No.,['cherry'],1.0
64,cherry,5,Is the item you have a cherry?,Yes! That's correct.,['cherry'],1.0
65,coconut,0,Is the item you have edible?,Yes.,"['coconut', 'strawberry', 'pear', 'raisin']",0.25
65,coconut,1,Is the item you have a fruit?,Yes.,"['coconut', 'strawberry', 'pear', 'raisin']",0.25
65,coconut,2,Is the item you have small and round?,No.,"['coconut', 'pear']",0.5
65,coconut,3,Is the item you have typically worn on the body?,No.,['coconut'],1.0
65,coconut,4,Is the item you have typically used to hold something together?,No.,['coconut'],1.0
65,coconut,5,Is the item you have typically worn on the hands?,No.,['coconut'],1.0
65,coconut,6,Is the item you have typically worn around the neck?,No.,['coconut'],1.0
65,coconut,7,Is the item you have typically worn on the head?,No.,['coconut'],1.0
65,coconut,8,"Based on your responses, the item you have is a skirt.","No, that's not correct.",['coconut'],1.0
65,coconut,9,I apologize for the incorrect guess. Could you please provide me with another hint or clarification that could help me narrow down the item you have?,Certainly! Here's another hint: The item I have is typically brown and has a hard outer shell.,['coconut'],1.0
65,coconut,10,"Thank you for the additional hint. Based on that, the item you have is most likely a coconut. Is that correct?",Yes! That's correct. Well done! The item I have is indeed a coconut.,['coconut'],1.0
66,socks,0,Is the item you have in mind a type of footwear?,Yes.,"['boots', 'socks']",0.5
66,socks,1,Is the item you have in mind boots?,No.,['socks'],1.0
66,socks,2,Is the item you have in mind socks?,Yes! That's correct.,['socks'],1.0
67,blouse,0,Is the item you have an edible vegetable?,No.,"['trousers', 'blouse', 'pants', 'slippers']",0.25
67,blouse,1,Is the item you have a piece of clothing?,Yes.,"['trousers', 'blouse', 'pants']",0.3333333333333333
67,blouse,2,Is the item you have worn on the lower part of the body?,No.,['blouse'],1.0
67,blouse,3,Is the item you have worn on the upper part of the body?,Yes.,['blouse'],1.0
67,blouse,4,Is the item you have a type of shirt?,Yes.,['blouse'],1.0
67,blouse,5,Is the item you have a women's blouse?,Yes! That's correct.,['blouse'],1.0
68,swimsuit,0,Is the item you're thinking of something you wear?,Yes.,"['swimsuit', 'nightgown', 'shoes', 'camisole']",0.25
68,swimsuit,1,Is the item you're thinking of worn on the upper part of the body?,No.,"['swimsuit', 'shoes']",0.5
68,swimsuit,2,Is the item you're thinking of worn on the lower part of the body?,Yes.,['shoes'],1.0
68,swimsuit,3,Is the item you're thinking of typically worn by women?,No.,['shoes'],1.0
68,swimsuit,4,Is the item you're thinking of typically worn by men?,Yes.,['shoes'],1.0
68,swimsuit,5,Is the item you're thinking of a type of footwear?,No.,[],0
68,swimsuit,6,Is the item you're thinking of a type of bottoms or pants?,No.,"['Socks', 'Underwear', 'Belt']",0.3333333333333333
68,swimsuit,7,Is the item you're thinking of a type of underwear or undergarment?,No.,['None'],1.0
68,swimsuit,8,Is the item you're thinking of a type of swimwear?,Yes! That's correct.,['None.\nEXPLANATION: The item must be worn on the lower part of the body; '],1.0
69,broccoli,0,Is the item you have edible?,Yes.,"['peas', 'mushroom', 'cucumber', 'broccoli']",0.25
69,broccoli,1,Is the item you have a vegetable?,Yes.,"['peas', 'mushroom', 'cucumber', 'broccoli\nEXPLANATION: All the given candidates (peas', 'mushroom', 'cucumber', 'broccoli) are vegetables; ']",0.14285714285714285
69,broccoli,2,Is the item you have green in color?,Yes.,"['peas', 'cucumber', 'broccoli']",0.3333333333333333
69,broccoli,3,Is the item you have usually eaten raw?,No.,"['peas', 'cucumber', 'broccoli\nEXPLANATION: All candidates (peas', 'cucumber', 'broccoli) are vegetables; ']",0.2
69,broccoli,4,Is the item you have usually cooked or boiled before eating?,Yes.,"['peas', 'broccoli']",0.5
69,broccoli,5,Is the item you have a popular ingredient in soups and stews?,Yes.,['broccoli'],1.0
69,broccoli,6,Is the item you have broccoli?,Yes! That's correct.,['broccoli'],1.0
70,onions,0,Is the item you have edible?,Yes.,"['olive', 'potato', 'onions', 'pumpkin']",0.25
70,onions,1,Is the item a vegetable?,Yes.,"['potato', 'onions', 'pumpkin']",0.3333333333333333
70,onions,2,Is the item round and typically orange in color?,No.,"['potato', 'onions']",0.5
70,onions,3,Is the item commonly used in salads or as a topping for pizzas?,Yes.,['onions'],1.0
70,onions,4,Is the item typically green in color?,No.,['onions'],1.0
70,onions,5,Is the item typically white or brown in color?,Yes.,['onions'],1.0
70,onions,6,Is the item an onion?,Yes! That's correct.,['onions'],1.0
71,cauliflower,0,Is the item you have in mind something that can be worn?,No.,"['peas', 'beans', 'cauliflower', 'cabbage']",0.25
71,cauliflower,1,Is the item you have in mind a food?,Yes.,"['peas', 'beans', 'cauliflower', 'cabbage']",0.25
71,cauliflower,2,Is the item you have in mind a vegetable?,Yes.,"['peas', 'beans', 'cauliflower', 'cabbage']",0.25
71,cauliflower,3,Is the item you have in mind a member of the Brassica family?,Yes.,"['cauliflower', 'cabbage']",0.5
71,cauliflower,4,Is the item you have in mind cauliflower?,Yes! That's correct.,['cauliflower'],1.0
72,spear,0,Is the item you have related to food?,No.,"['revolver', 'shotgun', 'stick', 'spear']",0.25
72,spear,1,Is the item you have a weapon?,Yes.,"['revolver', 'shotgun', 'spear']",0.3333333333333333
72,spear,2,Is the item you have a firearm?,No.,['spear'],1.0
72,spear,3,Is the item you have a melee weapon?,Yes.,['spear'],1.0
72,spear,4,Is the item you have a sharp object?,Yes.,['spear'],1.0
72,spear,5,Is the item you have a stick?,No.,['spear'],1.0
72,spear,6,Is the item you have a spear?,Yes! That's correct.,['spear'],1.0
73,grenade,0,Is the item you have in mind a fruit?,No.,"['gun', 'grenade', 'rocket', 'cannon']",0.25
73,grenade,1,Is the item you have in mind a weapon?,Yes.,"['gun', 'grenade', 'rocket', 'cannon']",0.25
73,grenade,2,Is the item you have in mind typically handheld?,Yes.,"['gun', 'grenade']",0.5
73,grenade,3,Is the item you have in mind a firearm?,No.,['grenade'],1.0
73,grenade,4,Is the item you have in mind an explosive device?,Yes.,['grenade'],1.0
73,grenade,5,Is the item you have in mind commonly used for military purposes?,Yes.,['grenade'],1.0
73,grenade,6,Is the item you have in mind a grenade?,Yes! That's correct.,['grenade'],1.0
74,bomb,0,Is your item a fruit?,No.,"['rock', 'bomb', 'stone', 'crossbow']",0.25
74,bomb,1,Is your item a non-living object?,Yes.,"['rock', 'bomb', 'stone', 'crossbow']",0.25
74,bomb,2,Is your item typically found outdoors?,Yes.,"['rock', 'bomb', 'stone']",0.3333333333333333
74,bomb,3,Is your item commonly used for decorative purposes?,No.,"['rock', 'stone']",0.5
74,bomb,4,Is your item made of natural materials?,No.,['None'],1.0
74,bomb,5,Is your item made of metal?,Yes.,['None'],1.0
74,bomb,6,Does your item have a sharp edge or point?,Yes.,['None.'],1.0
74,bomb,7,Is your item a crossbow?,No.,['None.'],1.0
74,bomb,8,Is your item a bomb?,Yes! That's correct.,['None.'],1.0
76,rhubarb,0,Is the item you have an edible fruit?,No.,"['crowbar', 'pistol', 'rifle', 'whip']",0.25
76,rhubarb,1,Is the item you have a tool or weapon?,No.,['None'],1.0
76,rhubarb,2,Is the item you have a living organism?,Yes.,['None'],1.0
76,rhubarb,3,Is the item you have a bird?,No.,['None'],1.0
76,rhubarb,4,Is the item you have a plant?,Yes.,['None.'],1.0
76,rhubarb,5,Is the item you have a perennial plant?,Yes.,['None.'],1.0
76,rhubarb,6,Is the item you have used for culinary purposes?,Yes.,['None.'],1.0
76,rhubarb,7,Is the item you have commonly used as a vegetable?,Yes.,['None.'],1.0
76,rhubarb,8,Is the item you have rhubarb?,Yes! That's correct.,['rhubarb'],1.0
77,tomato,0,Is your item edible?,Yes.,"['honeydew', 'tomato', 'grape', 'rhubarb']",0.25
77,tomato,1,Is your item a fruit?,Yes.,"['honeydew', 'tomato', 'grape']",0.3333333333333333
77,tomato,2,Is your item typically red or orange in color when ripe?,Yes.,['tomato'],1.0
77,tomato,3,Is your item a tomato?,Yes! That's correct.,['tomato'],1.0
78,missile,0,Is your item a type of food?,No.,"['catapult', 'bazooka', 'missile', 'slingshot']",0.25
78,missile,1,Is your item a weapon?,Yes.,"['catapult', 'bazooka', 'missile', 'slingshot']",0.25
78,missile,2,Is your item a projectile weapon?,Yes.,"['catapult', 'bazooka', 'missile', 'slingshot']",0.25
78,missile,3,Is your item a long-range projectile weapon?,Yes.,"['catapult', 'bazooka', 'missile']",0.3333333333333333
78,missile,4,Is your item a missile?,Yes! That's correct.,['missile'],1.0
79,rocket,0,Is your item a fruit or vegetable?,No.,"['rocket', 'cannon', 'crowbar', 'grenade']",0.25
79,rocket,1,Is your item a man-made object?,Yes.,"['rocket', 'cannon', 'crowbar', 'grenade']",0.25
79,rocket,2,Is your item used for transportation?,Yes.,['rocket'],1.0
79,rocket,3,Is your item capable of flying?,Yes.,['rocket'],1.0
