dialogue_id,intra_dialogue_id,target,question,answer,question_confidence,question_observed_consistency,question_self_reflection,answer_confidence,answer_observed_consistency,answer_self_reflection,question_time,answer_time
28,4,beans,"Is the item you are thinking of a legume? (e.g., beans, peas, lentils)",Yes! That's correct.,0.53352,0.76218,0.0,0.8847,0.83528,1.0,14419,11528
29,0,potato,Is the item a vegetable?,Yes.,0.15611,0.00873,0.5,0.63217,0.47452,1.0,14325,12703
29,1,potato,Is the item a root vegetable?,Yes.,0.05914,0.08448,0.0,0.74567,0.63667,1.0,14574,11519
29,2,potato,Is the item a potato?,Yes! That's correct.,0.72048,0.60069,1.0,0.99635,0.99479,1.0,14699,10247
30,0,penguin,Is the item an article of clothing?,No.,0.15796,0.01137,0.5,0.85548,0.79354,1.0,18314,10261
30,1,penguin,Is the item a bird?,Yes.,0.46737,0.66767,0.0,0.02374,0.03391,0.0,11598,12206
30,2,penguin,Does the item have a black and white coloration?,Yes.,0.13402,0.19145,0.0,0.84597,0.99425,0.5,12247,11721
30,3,penguin,Is the item a penguin?,Yes! That's correct.,0.90948,0.87068,1.0,0.99594,0.99419,1.0,12697,14435
31,0,stork,Is the item you have in mind a bird?,Yes.,0.41971,0.59959,0.0,0.52199,0.31714,1.0,15065,11627
31,1,stork,Is the item you have in mind a bird of prey?,No.,0.40499,0.57855,0.0,0.65811,0.83301,0.25,17350,12595
31,2,stork,Is the item you have in mind a parakeet?,No.,0.58067,0.61524,0.5,0.69534,0.99334,0.0,14196,10240
31,3,stork,Is the item you have in mind a woodpecker?,No.,0.56691,0.80987,0.0,0.69359,0.99085,0.0,16496,14896
31,4,stork,Is the item you have in mind a stork?,Yes! That's correct.,0.78291,0.90416,0.5,0.84567,0.99382,0.5,16030,12828
32,0,hawk,Is your item a bird?,Yes.,0.38044,0.43634,0.25,0.63257,0.4751,1.0,16890,13669
32,1,hawk,Does your item have colorful and flamboyant feathers?,No.,0.10133,0.14476,0.0,0.74626,0.63752,1.0,11667,16890
32,2,hawk,Is your item a bird of prey?,Yes.,0.52476,0.32109,1.0,0.99601,0.9943,1.0,17731,11805
32,3,hawk,Does your item have a hooked beak?,Yes.,0.44618,0.42312,0.5,0.90502,0.86431,1.0,14776,14548
32,4,hawk,Is your item a falcon?,No.,0.7179,0.597,1.0,0.66769,0.95384,0.0,15125,14732
32,5,hawk,Is your item a hawk?,Yes! That's correct.,0.7868,0.90971,0.5,0.95045,0.92921,1.0,17430,19871
33,0,bra,Is the item you have a bird?,No.,0.39346,0.3478,0.5,0.61197,0.87424,0.0,12094,13720
33,1,bra,Is the item you have an article of clothing?,Yes.,0.83675,0.87392,0.75,0.61743,0.45348,1.0,12135,12349
33,2,bra,Is the item you have worn on the upper body?,Yes.,0.71536,0.59337,1.0,0.99613,0.99447,1.0,13622,11861
33,3,bra,Is the item you have typically worn by women?,Yes.,0.72461,0.60659,1.0,0.89028,0.9504,0.75,13619,11691
33,4,bra,Is the item you have typically worn as an undergarment?,Yes.,0.7889,0.69842,1.0,0.75576,0.86537,0.5,15133,14219
33,5,bra,Is the item you have smaller than a T-shirt?,Yes.,0.47156,0.67366,0.0,0.60562,0.86518,0.0,13479,14088
33,6,bra,Is the item you have worn to support or enhance the breasts?,Yes.,0.82191,0.74558,1.0,0.84543,0.77919,1.0,16183,15188
33,7,bra,Is the item you have a bra?,Yes! That's correct.,0.86116,0.80166,1.0,0.99085,0.98692,1.0,15548,17874
34,0,belt,Is the item you have a living thing?,No.,0.75794,0.6542,1.0,0.85564,0.79377,1.0,8840,12042
34,1,belt,Is the item you have an accessory?,Yes.,0.45583,0.65118,0.0,0.49271,0.48959,0.5,11689,11868
34,2,belt,Can the item be worn around the waist?,Yes.,0.55877,0.36968,1.0,0.85874,0.90535,0.75,12983,13204
34,3,belt,Is the item typically made of cloth?,No.,0.46803,0.45433,0.5,0.38547,0.33639,0.5,10962,15055
34,4,belt,Is the item made of leather?,Yes.,0.74719,0.63884,1.0,0.6834,0.86914,0.25,11957,13549
34,5,belt,Is the item typically used to hold up pants or a skirt?,Yes.,0.67898,0.5414,1.0,0.87874,0.82677,1.0,14575,16144
34,6,belt,Is the item primarily used by men?,No.,0.57265,0.60378,0.5,0.30291,0.21845,0.5,20633,17782
34,7,belt,Is the item typically worn with formal attire?,"It can be worn with formal attire, but it is not limited to formal attire.",0.68508,0.7644,0.5,0.84554,0.77934,1.0,18359,21415
34,8,belt,Is the item a belt?,Yes! That's correct.,0.93769,0.91098,1.0,0.99495,0.99278,1.0,19053,17777
35,0,bra,Is the item alive?,No.,0.3565,0.50928,0.0,0.85569,0.79385,1.0,14505,10686
35,1,bra,Is the item a type of clothing?,Yes.,0.32589,0.46555,0.0,0.519,0.31286,1.0,11705,12395
35,2,bra,Is the item usually worn on the upper body?,Yes.,0.30813,0.44018,0.0,0.99582,0.99403,1.0,10488,11987
35,3,bra,Is the item typically worn by men?,No.,0.58741,0.62487,0.5,0.69465,0.99235,0.0,12542,11631
35,4,bra,Is the item typically worn by women?,Yes.,0.78624,0.69463,1.0,0.60729,0.86756,0.0,13823,13079
35,5,bra,Does the item cover the chest area?,Yes.,0.5415,0.66643,0.25,0.93682,0.90975,1.0,14175,14407
35,6,bra,Is the item typically worn for special occasions or events?,"It can be, but it is also commonly worn for everyday purposes.",0.45328,0.64755,0.0,0.52998,0.75711,0.0,17423,15089
35,7,bra,Is the item typically made of fabric?,Yes.,0.81467,0.73524,1.0,0.55171,0.78815,0.0,15795,19656
35,8,bra,Does the item have straps?,Yes.,0.51774,0.73963,0.0,0.90917,0.87025,1.0,19144,22792
35,9,bra,Is the item typically worn under clothing?,Yes.,0.54386,0.77695,0.0,0.57723,0.82462,0.0,15864,21552
35,10,bra,"Based on your responses, the item assigned to you is a bra.",Yes! That's correct. Well done!,0.84026,0.7718,1.0,0.81815,0.74021,1.0,17061,22938
36,0,penguin,Is the item you have assigned a living creature?,Yes.,0.47754,0.46791,0.5,0.66044,0.51492,1.0,13614,10674
36,1,penguin,Does the item you have assigned have wings?,Yes.,0.26621,0.38029,0.0,0.94024,0.91463,1.0,10353,10123
36,2,penguin,Is the item you have assigned able to fly?,No.,0.5827,0.40386,1.0,0.07474,0.10677,0.0,16182,11485
36,3,penguin,"Based on your responses, the item you have assigned is a penguin.",Yes! That's correct. Well done!,0.62775,0.46821,1.0,0.69747,0.56781,1.0,15278,19515
37,0,penguin,Is the item a living creature?,Yes.,0.51196,0.51708,0.5,0.30056,0.0008,1.0,16536,8975
37,1,penguin,Is the item a bird?,Yes.,0.46949,0.6707,0.0,0.99578,0.99398,1.0,14761,14768
37,2,penguin,Does the item have wings?,Yes.,0.24576,0.35108,0.0,0.47951,0.47072,0.5,10229,9940
37,3,penguin,Is the item typically found in water?,Yes.,0.254,0.36286,0.0,0.96819,0.95456,1.0,18317,13983
37,4,penguin,Is the item a pelican?,No.,0.84458,0.77797,1.0,0.66607,0.95153,0.0,12987,14562
37,5,penguin,Is the item a starling?,No.,0.60513,0.86447,0.0,0.66742,0.95345,0.0,12960,13086
37,6,penguin,Is the item a penguin?,Yes! That's correct.,0.65213,0.93161,0.0,0.93592,0.90846,1.0,13174,13174
38,0,seagull,Is the candidate you have in mind a bird?,Yes.,0.59113,0.4159,1.0,0.63302,0.47574,1.0,17425,11467
38,1,seagull,Is the candidate you have in mind a stork?,No.,0.63174,0.47392,1.0,0.66835,0.95478,0.0,11292,10832
38,2,seagull,Is the candidate you have in mind an owl?,No.,0.55853,0.79791,0.0,0.66445,0.94921,0.0,19584,16113
38,3,seagull,Is the candidate you have in mind a chickadee?,No.,0.69231,0.77473,0.5,0.69057,0.98652,0.0,15325,11055
38,4,seagull,Is the candidate you have in mind a seagull?,Yes! That's correct.,0.88438,0.94197,0.75,0.99584,0.99405,1.0,21604,13901
39,0,whip,Is the item alive?,No.,0.28799,0.19713,0.5,0.91162,0.87374,1.0,12518,9560
39,1,whip,Is the item a household object?,No.,0.39266,0.34666,0.5,0.99635,0.99478,1.0,12085,12054
39,2,whip,Is the item usually made of metal?,No.,0.31592,0.23702,0.5,0.99599,0.99428,1.0,12259,10741
39,3,whip,Is the item typically used for hunting or defense?,No.,0.45225,0.43178,0.5,0.99566,0.99381,1.0,17926,12483
39,4,whip,Does the item have feathers?,No.,0.56175,0.58821,0.5,0.99561,0.99372,1.0,13191,11222
39,5,whip,"Is the item a long, thin object?",Yes.,0.41008,0.58582,0.0,0.64303,0.70433,0.5,14644,17273
39,6,whip,Is the item typically used for hitting or striking something?,Yes.,0.4385,0.62642,0.0,0.69821,0.78316,0.5,14677,16106
39,7,whip,Is the item a whip?,Yes! That's correct.,0.84009,0.77155,1.0,0.99512,0.99302,1.0,14007,17236
40,0,bomb,Is the item living?,No.,0.2247,0.321,0.0,0.88393,0.83418,1.0,12868,9921
40,1,bomb,Is the item a weapon?,Yes.,0.47488,0.6784,0.0,0.20729,0.08185,0.5,11004,12683
40,2,bomb,Is the item explosive?,Yes.,0.58698,0.83854,0.0,0.99656,0.99509,1.0,11000,10445
40,3,bomb,Does the item have a long range?,No.,0.32364,0.46234,0.0,0.66413,0.94875,0.0,12455,13100
40,4,bomb,Is the item handheld?,Yes.,0.52883,0.75547,0.0,0.54412,0.77731,0.0,19914,14253
40,5,bomb,Is the item commonly used by military personnel?,Yes.,0.32117,0.45881,0.0,0.54771,0.78245,0.0,13362,14908
40,6,bomb,Is the item a grenade?,No.,0.93033,0.90048,1.0,0.84568,0.99382,0.5,12664,14088
40,7,bomb,Is the item a bomb?,Yes! That's correct.,0.91019,0.8717,1.0,0.9956,0.99372,1.0,14309,14433
41,0,stick,Is your item a living creature?,No.,0.8526,0.78943,1.0,0.85588,0.79412,1.0,28022,10759
41,1,stick,Is your item made of wood?,Yes.,0.33043,0.25776,0.5,0.7243,0.60614,1.0,11739,14075
41,2,stick,Is your item a stick?,Yes! That's correct.,0.9452,0.92171,1.0,0.88061,0.82944,1.0,11614,15106
42,0,budgie,Is the item you have an animal?,Yes.,0.54925,0.35608,1.0,0.41119,0.15885,1.0,15285,9945
42,1,budgie,Is the animal you have a bird?,Yes.,0.64221,0.70316,0.5,0.96811,0.95445,1.0,14942,12380
42,2,budgie,Is the bird you have a pet?,Yes.,0.3629,0.30414,0.5,0.9024,0.86057,1.0,13896,14455
42,3,budgie,Is the bird you have smaller than a crow?,Yes.,0.23226,0.22465,0.25,0.99642,0.99488,1.0,12786,13846
42,4,budgie,Is the bird you have commonly kept as a pet a budgie?,Yes! That's correct.,0.81424,0.73463,1.0,0.99617,0.99453,1.0,12406,15890
43,0,dove,Is the item you have an animal?,Yes.,0.32958,0.36368,0.25,0.55005,0.35721,1.0,16426,11281
43,1,dove,Does the item you have feathers?,Yes.,0.40226,0.14608,1.0,0.96833,0.95476,1.0,12651,10742
43,2,dove,Is the item you have a bird?,Yes.,0.7908,0.70114,1.0,0.8719,0.81699,1.0,12039,11841
43,3,dove,Is the item you have a songbird?,No.,0.26732,0.27475,0.25,0.3344,0.47771,0.0,15969,13368
43,4,dove,Is the item you have a bird of prey?,No.,0.67083,0.63689,0.75,0.6212,0.88743,0.0,15116,13440
43,5,dove,Is the item you have a water bird?,No.,0.6746,0.74943,0.5,0.5964,0.852,0.0,20246,17044
43,6,dove,Is the item you have a land bird?,Yes.,0.80195,0.71707,1.0,0.93852,0.91217,1.0,14283,16032
43,7,dove,Is the item you have a small land bird?,Yes.,0.53363,0.76233,0.0,0.85165,0.78807,1.0,14678,15814
43,8,dove,Is the item you have a robin?,No.,0.83921,0.7703,1.0,0.74045,0.95065,0.25,18235,17522
43,9,dove,Is the item you have a dove?,Yes! That's correct.,0.72353,0.81932,0.5,0.99577,0.99395,1.0,19997,17576
44,0,woodpecker,Is the item you have a fruit?,No.,0.52989,0.43556,0.75,0.73342,0.83346,0.5,15417,11858
44,1,woodpecker,Is the item you have a bird?,Yes.,0.56983,0.81405,0.0,0.18908,0.27011,0.0,11313,11562
44,2,woodpecker,Is the item you have a water bird?,No.,0.44608,0.63726,0.0,0.66749,0.95356,0.0,15252,13414
44,3,woodpecker,Is the item you have a bird of prey?,No.,0.30839,0.44056,0.0,0.84538,0.99339,0.5,23029,15155
44,4,woodpecker,Is the item you have a small bird?,No.,0.62288,0.67555,0.5,0.80698,0.93854,0.5,12849,13794
44,5,woodpecker,Is the item you have a stork?,No.,0.51818,0.74026,0.0,0.81643,0.95204,0.5,16522,17098
44,6,woodpecker,Is the item you have a woodpecker?,Yes! That's correct.,0.60176,0.85966,0.0,0.96553,0.95076,1.0,14541,14444
45,0,rhubarb,Is the item an animal?,No.,0.30653,0.43791,0.0,0.88329,0.83327,1.0,11270,10915
45,1,rhubarb,Is the item a fruit or vegetable?,Yes.,0.29421,0.42029,0.0,0.10149,0.14499,0.0,12896,15010
45,2,rhubarb,Is the item a fruit?,No.,0.63359,0.90514,0.0,0.99336,0.99052,1.0,10425,15046
45,3,rhubarb,Is the item a vegetable?,Yes.,0.88852,0.94788,0.75,0.81588,0.73697,1.0,13365,14328
45,4,rhubarb,Is the item a leafy vegetable?,No.,0.47023,0.56461,0.25,0.99569,0.99384,1.0,11671,9989
45,5,rhubarb,Is the item a root vegetable?,No.,0.88229,0.83184,1.0,0.99517,0.99311,1.0,17077,12509
45,6,rhubarb,Is the item a vegetable that grows above the ground?,Yes.,0.50064,0.7152,0.0,0.67168,0.74526,0.5,16227,16165
45,7,rhubarb,Is the item red or orange in color?,No.,0.76943,0.67062,1.0,0.66675,0.9525,0.0,16352,21738
45,8,rhubarb,Is the item green in color?,No.,0.58098,0.82997,0.0,0.84421,0.99173,0.5,15347,13045
45,9,rhubarb,Is the item yellow in color?,No.,0.76628,0.77326,0.75,0.91851,0.99072,0.75,16588,19081
45,10,rhubarb,Is the item a purple or violet color?,No.,0.54878,0.78397,0.0,0.99343,0.99062,1.0,14347,15512
45,11,rhubarb,Is the item brown in color?,No.,0.54442,0.77775,0.0,0.99047,0.98639,1.0,14847,19019
45,12,rhubarb,Is the item white in color?,No.,0.62273,0.78247,0.25,0.98806,0.98294,1.0,19905,16061
45,13,rhubarb,Is the item black in color?,No.,0.51742,0.73917,0.0,0.81642,0.95204,0.5,14268,17099
45,14,rhubarb,Is the item a vegetable that is commonly yellowish-green in color?,No.,0.45585,0.65121,0.0,0.86367,0.80525,1.0,15477,13364
45,15,rhubarb,Is the item a vegetable that is commonly purple in color?,No.,0.46808,0.66869,0.0,0.62761,0.89658,0.0,17367,12598
45,16,rhubarb,"I apologize, but I am unable to determine the item based on the information provided. Could you please let me know the name of the vegetable?",Yes! That's correct. The item assigned to me is rhubarb.,0.51488,0.52126,0.5,0.78059,0.68656,1.0,17635,17824
46,0,tangerine,Is the item you are thinking of a fruit?,Yes.,0.72143,0.70919,0.75,0.62823,0.79033,0.25,15668,8866
46,1,tangerine,Is the fruit you are thinking of yellow?,No.,0.21429,0.30613,0.0,0.72579,0.82256,0.5,17140,11443
46,2,tangerine,Is the fruit you are thinking of round in shape?,Yes.,0.55954,0.37078,1.0,0.27127,0.17325,0.5,11523,10784
46,3,tangerine,Is the fruit you are thinking of commonly eaten fresh?,Yes.,0.64203,0.48861,1.0,0.77237,0.67481,1.0,12332,11503
46,4,tangerine,Is the fruit you are thinking of smaller than an orange?,Yes.,0.74632,0.63761,1.0,0.72759,0.82513,0.5,13319,16286
46,5,tangerine,Is the fruit you are thinking of a banana?,No.,0.83845,0.76922,1.0,0.69592,0.99417,0.0,12932,12937
46,6,tangerine,Is the fruit you are thinking of a tangerine?,Yes! That's correct.,0.83916,0.77023,1.0,0.99606,0.99438,1.0,15414,12464
47,0,nectarine,Is the item a type of fruit?,Yes.,0.34026,0.2718,0.5,0.27773,0.39676,0.0,11251,10928
47,1,nectarine,Is the item a type of citrus fruit?,No.,0.39348,0.24069,0.75,0.96839,0.95484,1.0,10922,8421
47,2,nectarine,Is the item a type of stone fruit?,Yes.,0.59605,0.42293,1.0,0.87945,0.82779,1.0,10882,13024
47,3,nectarine,Is the item typically red or orange in color?,Yes.,0.55522,0.3646,1.0,0.76647,0.66639,1.0,14689,13607
47,4,nectarine,"Is the item typically smaller in size, like a cherry or plum?",No.,0.38643,0.33776,0.5,0.56716,0.81023,0.0,18173,12630
47,5,nectarine,"Is the item typically larger in size, like a peach or nectarine?",Yes.,0.60847,0.86925,0.0,0.90793,0.86847,1.0,14537,12841
47,6,nectarine,Is the item a nectarine?,Yes! That's correct.,0.83358,0.76225,1.0,0.99506,0.99295,1.0,14769,14041
48,0,crow,Is the item you have a vegetable?,No.,0.02681,0.03829,0.0,0.58317,0.8331,0.0,20908,11117
48,1,crow,Is the item you have a bird?,Yes.,0.61591,0.77273,0.25,0.32657,0.03796,1.0,12607,9771
48,2,crow,Is the item you have a type of songbird?,No.,0.12228,0.17469,0.0,0.51411,0.73444,0.0,14905,9376
48,3,crow,Is the item you have a type of bird of prey?,No.,0.34902,0.4986,0.0,0.99421,0.99173,1.0,17662,11722
48,4,crow,Is the item you have a type of scavenger bird?,Yes.,0.74485,0.6355,1.0,0.54604,0.78005,0.0,15428,16282
48,5,crow,Is the item you have a type of crow?,Yes! That's correct.,0.79077,0.7011,1.0,0.99398,0.9914,1.0,17943,14815
49,0,blackbird,Is the item you're thinking of an animal?,Yes.,0.39274,0.56106,0.0,0.33618,0.15883,0.75,20558,10236
49,1,blackbird,Does the item you're thinking of have wings?,Yes.,0.46929,0.24184,1.0,0.91212,0.87445,1.0,13163,10515
49,2,blackbird,Is the item you're thinking of a bird?,Yes.,0.85888,0.7984,1.0,0.90541,0.86487,1.0,12351,12855
49,3,blackbird,Is the item you're thinking of a blackbird?,Yes! That's correct.,0.58153,0.61647,0.5,0.99643,0.9949,1.0,15612,12792
50,0,parakeet,Is your item an animal?,Yes.,0.50459,0.39942,0.75,0.74259,0.63227,1.0,12123,10776
50,1,parakeet,Is your item a bird?,Yes.,0.77208,0.6744,1.0,0.96763,0.95376,1.0,12761,11172
50,2,parakeet,Does your item have feathers?,Yes.,0.20994,0.08563,0.5,0.99653,0.99505,1.0,13735,11318
50,3,parakeet,Does your item make a distinct sound in the morning?,Yes.,0.39694,0.35277,0.5,0.7552,0.65029,1.0,14591,16030
50,4,parakeet,Is your item a rooster?,No.,0.8289,0.75558,1.0,0.69566,0.9938,0.0,15580,12603
50,5,parakeet,Is your item a duck?,No.,0.69474,0.99249,0.0,0.65044,0.9292,0.0,14021,18611
50,6,parakeet,Is your item a parakeet?,Yes! That's correct.,0.71227,0.91038,0.25,0.99546,0.99352,1.0,26601,18399
51,0,potato,Is the item you have an animal?,No.,0.69749,0.56784,1.0,0.55562,0.79375,0.0,12625,8276
51,1,potato,Is the item you have a plant?,Yes.,0.56064,0.58663,0.5,0.12179,0.17399,0.0,10590,7944
51,2,potato,Is the item you have a type of flowering plant?,No.,0.30685,0.33121,0.25,0.96806,0.95438,1.0,13269,16331
51,3,potato,Is the item you have a type of vegetable?,Yes.,0.50596,0.72279,0.0,0.77127,0.99468,0.25,12463,11825
51,4,potato,Is the item you have a root vegetable?,Yes.,0.48764,0.69663,0.0,0.93732,0.91046,1.0,19418,12422
51,5,potato,Is the item you have commonly used as a base ingredient for soups or stews?,Yes.,0.6664,0.52343,1.0,0.83769,0.76813,1.0,19642,17738
51,6,potato,Is the item you have a potato?,Yes! That's correct.,0.798,0.71142,1.0,0.99568,0.99382,1.0,17710,17957
52,0,corn,Is your item a living creature?,No.,0.45187,0.21695,1.0,0.85567,0.79381,1.0,17484,12263
52,1,corn,Is your item a vegetable?,Yes.,0.3269,0.467,0.0,0.19574,0.27964,0.0,12656,11034
52,2,corn,Is your item a green vegetable?,No.,0.51605,0.73721,0.0,0.7658,0.87971,0.5,14755,12276
52,3,corn,Is your item a red vegetable?,No.,0.71558,0.59368,1.0,0.99596,0.99423,1.0,15155,15020
52,4,corn,Is your item a yellow vegetable?,Yes.,0.62445,0.89207,0.0,0.85045,0.78636,1.0,11230,14024
52,5,corn,Is your item a corn?,Yes! That's correct.,0.90237,0.86052,1.0,0.9966,0.99514,1.0,10835,12430
53,0,avocado,Is the chosen item a bird?,No.,0.36429,0.30613,0.5,0.85575,0.79394,1.0,20790,9537
53,1,avocado,Is the chosen item a vegetable?,No.,0.54297,0.77567,0.0,0.93998,0.91426,1.0,13044,10843
53,2,avocado,Is the chosen item a fruit?,Yes.,0.91455,0.87793,1.0,0.50713,0.72447,0.0,12466,10684
53,3,avocado,Is the chosen item typically green?,Yes.,0.6196,0.45657,1.0,0.84645,0.99493,0.5,10690,12433
53,4,avocado,Is the chosen item an avocado?,Yes! That's correct.,0.8874,0.83914,1.0,0.99619,0.99456,1.0,14638,12340
54,0,cape,Is your item a piece of clothing?,Yes.,0.56841,0.70487,0.25,0.52174,0.31677,1.0,17122,10751
54,1,cape,Is your item worn on the upper body?,No.,0.63036,0.90052,0.0,0.26167,0.37381,0.0,13477,10436
54,2,cape,Is your item typically worn on the lower body?,No.,0.54086,0.77266,0.0,0.69513,0.99305,0.0,12443,11316
54,3,cape,Is your item an accessory such as jewelry or a bag?,Yes.,0.31779,0.45399,0.0,0.56555,0.59364,0.5,12589,12225
54,4,cape,Is your item typically worn on the wrist?,No.,0.54097,0.55853,0.5,0.66181,0.94544,0.0,12948,11442
54,5,cape,Is your item typically worn around the neck?,No.,0.68449,0.8707,0.25,0.65138,0.93055,0.0,15592,13272
54,6,cape,Is your item typically used to carry belongings?,No.,0.54301,0.77572,0.0,0.64909,0.92727,0.0,14668,16764
54,7,cape,Is your item typically worn on the head?,No.,0.60431,0.86329,0.0,0.69511,0.88587,0.25,14381,13789
54,8,cape,Is your item typically worn on the fingers?,No.,0.54713,0.78161,0.0,0.69423,0.99176,0.0,17899,18163
54,9,cape,Is your item typically worn on the feet or legs?,No.,0.84952,0.78502,1.0,0.82963,0.86375,0.75,15744,15335
54,10,cape,Is your item typically worn around the waist?,No.,0.54329,0.77613,0.0,0.95672,0.93817,1.0,14576,20213
54,11,cape,Is your item typically worn over the shoulder?,Yes.,0.8271,0.753,1.0,0.5434,0.77628,0.0,20649,15676
54,12,cape,Is your item a cape?,Yes! That's correct.,0.86685,0.80978,1.0,0.98167,0.97382,1.0,13618,11868
55,0,cape,Is the item you have in mind a piece of clothing?,Yes.,0.30769,0.01099,1.0,0.52175,0.31679,1.0,14581,10908
55,1,cape,Is the item you have in mind worn on the upper body?,No.,0.7076,0.79656,0.5,0.23538,0.33626,0.0,10528,10688
55,2,cape,Is the item you have in mind worn on the lower body?,No.,0.65761,0.93944,0.0,0.84555,0.99364,0.5,15424,10752
55,3,cape,Is the item you have in mind typically worn on the feet?,No.,0.51726,0.73894,0.0,0.99601,0.99429,1.0,17146,12076
55,4,cape,Is the item you have in mind typically worn on the head?,No.,0.52563,0.75089,0.0,0.96759,0.95371,1.0,16001,13031
55,5,cape,Is the item you have in mind typically worn around the waist?,No.,0.84297,0.77567,1.0,0.942,0.91715,1.0,15000,11180
55,6,cape,Does the item you have in mind typically cover a specific body part?,Yes.,0.54477,0.77825,0.0,0.88074,0.82963,1.0,13136,13881
55,7,cape,Is the item you have in mind typically worn on the hands?,No.,0.53726,0.76751,0.0,0.66579,0.95113,0.0,16915,17314
55,8,cape,Is the item you have in mind typically worn on the neck?,No.,0.54959,0.78513,0.0,0.99455,0.99221,1.0,14771,12207
55,9,cape,Is the item you have in mind typically worn on the feet?,No.,0.8462,0.78029,1.0,0.90331,0.86187,1.0,17116,18163
55,10,cape,Is the item you have in mind typically worn on the shoulders or back?,Yes.,0.51403,0.73433,0.0,0.82897,0.75567,1.0,14355,13228
55,11,cape,Is the item you have in mind a cape?,Yes! That's correct.,0.91807,0.88295,1.0,0.98104,0.97292,1.0,13584,13021
56,0,trousers,Is the item you have an explosive device?,No.,0.16056,0.01509,0.5,0.88327,0.83325,1.0,12333,8637
56,1,trousers,Is the item you have a piece of clothing?,Yes.,0.852,0.78857,1.0,0.58425,0.40607,1.0,10628,10980
56,2,trousers,Is the item you have worn on the upper body?,No.,0.75224,0.86034,0.5,0.84622,0.9946,0.5,15051,612926
56,3,trousers,Is the item you have worn on the lower body?,Yes.,0.95738,0.93912,1.0,0.90921,0.87029,1.0,15873,11046
56,4,trousers,Is the item you have typically worn by men?,Yes.,0.51419,0.52028,0.5,0.80571,0.72244,1.0,12718,11909
56,5,trousers,Is the item you have a type of trousers?,Yes! That's correct.,0.80738,0.72483,1.0,0.93876,0.91252,1.0,19733,14162
57,0,grenade,Is the item you have something you wear?,No.,0.70992,0.5856,1.0,0.88471,0.8353,1.0,13977,9204
57,1,grenade,Is the item you have a type of weapon?,Yes.,0.37475,0.53535,0.0,0.30195,0.21707,0.5,15325,11697
57,2,grenade,Is the item you have a projectile weapon?,Yes.,0.5402,0.34314,1.0,0.65296,0.50423,1.0,13382,10729
57,3,grenade,Is the item you have typically used for long-range attacks?,No.,0.51169,0.5167,0.5,0.69626,0.99465,0.0,15652,11023
57,4,grenade,Is the item you have typically used for close-range attacks?,Yes.,0.89123,0.84461,1.0,0.69612,0.99446,0.0,14392,10383
57,5,grenade,Is the item you have a bladed weapon?,No.,0.8258,0.75115,1.0,0.99607,0.99438,1.0,12487,14302
57,6,grenade,Is the item you have a blunt weapon?,No.,0.84561,0.77945,1.0,0.69554,0.99363,0.0,14550,13869
57,7,grenade,Is the item you have an explosive weapon?,Yes.,0.54634,0.78048,0.0,0.63779,0.91113,0.0,17422,12632
57,8,grenade,Is the item you have a handheld explosive weapon?,Yes.,0.84243,0.77491,1.0,0.93753,0.91075,1.0,15280,15547
57,9,grenade,Is the item you have typically thrown or launched at a target?,Yes.,0.5492,0.78457,0.0,0.87891,0.82701,1.0,13884,13802
57,10,grenade,Is the item you have a grenade?,Yes! That's correct.,0.88102,0.83004,1.0,0.99352,0.99075,1.0,15411,12397
58,0,spear,Is the item you have made of fabric?,No.,0.50528,0.29325,1.0,0.6121,0.87443,0.0,12315,11106
58,1,spear,Is the item you have a weapon?,Yes.,0.59424,0.84891,0.0,0.58011,0.61444,0.5,13241,9792
58,2,spear,Is the item you have a long-range weapon?,Yes.,0.33774,0.48249,0.0,0.50406,0.5058,0.5,13030,15326
58,3,spear,Is the item you have used for throwing projectiles?,Yes.,0.79036,0.70052,1.0,0.96651,0.95216,1.0,11729,14277
58,4,spear,Is the item you have a catapult?,No.,0.54758,0.78226,0.0,0.8149,0.94985,0.5,16069,12378
58,5,spear,Is the item you have a cannon?,No.,0.84945,0.78493,1.0,0.77143,0.9949,0.25,13004,13037
58,6,spear,Is the item you have a spear?,Yes! That's correct.,0.96684,0.95264,1.0,0.99624,0.99463,1.0,15655,15666
59,0,missile,Is the item you have assigned to the user something that can be worn?,No.,0.45966,0.54951,0.25,0.85633,0.79476,1.0,20290,9638
59,1,missile,Is the item you have assigned to the user something that can explode or cause damage?,Yes.,0.38391,0.54845,0.0,0.46415,0.2345,1.0,14159,10487
59,2,missile,Is the item you have assigned to the user something that is typically used for military purposes?,Yes.,0.20503,0.2929,0.0,0.90685,0.86693,1.0,16593,16224
59,3,missile,Is the item you have assigned to the user a missile or a rocket?,Yes! That's correct.,0.82537,0.75053,1.0,0.90194,0.85992,1.0,15628,11192
60,0,swimsuit,Is your item a type of clothing?,Yes.,0.36153,0.30218,0.5,0.74281,0.63258,1.0,20391,9354
60,1,swimsuit,Is your item worn on the upper body?,No.,0.68523,0.76462,0.5,0.25822,0.36888,0.0,12608,11591
60,2,swimsuit,Is your item worn on the lower body?,Yes.,0.77075,0.99394,0.25,0.62319,0.4617,1.0,12159,11437
60,3,swimsuit,Is your item typically worn in colder weather?,No.,0.47091,0.3513,0.75,0.9117,0.87386,1.0,10952,12581
60,4,swimsuit,Is your item typically worn in warmer weather?,Yes.,0.6157,0.66528,0.5,0.67249,0.74641,0.5,23635,13603
