dialogue_id,target,intra_dialogue_id,question,answer,candidates,candidates_scores,p_distribuition
19,zebra,1,Does the animal you have chosen live in the water?,No.,"[{'zebra', 'sheep'}, {'otter', 'zebra', 'sheep'}, {'otter', 'zebra', 'sheep'}, {'otter', 'zebra', 'sheep'}, {'otter', 'zebra', 'sheep'}]","{'zebra': 1.833333333333333, 'sheep': 1.833333333333333, 'otter': 1.3333333333333333}","{'zebra': 0.3667, 'sheep': 0.3667, 'otter': 0.2667}"
19,zebra,2,Is the animal you have chosen a mammal?,Yes.,"[{'zebra', 'otter', 'sheep'}, {'zebra', 'sheep'}, {'zebra', 'sheep'}, {'zebra', 'otter', 'sheep'}, {'zebra', 'sheep'}]","{'zebra': 2.1666666666666665, 'otter': 0.6666666666666666, 'sheep': 2.1666666666666665}","{'zebra': 0.4333, 'otter': 0.1333, 'sheep': 0.4333}"
19,zebra,3,Is the mammal you have chosen a herbivore?,No.,"[{'zebra', 'otter', 'sheep'}, {'otter', 'zebra', 'sheep'}, {'otter', 'zebra', 'sheep'}, {'zebra', 'otter', 'sheep'}, {'otter', 'sheep'}]","{'zebra': 1.3333333333333333, 'otter': 1.8333333333333333, 'sheep': 1.8333333333333333}","{'zebra': 0.2667, 'otter': 0.3667, 'sheep': 0.3667}"
19,zebra,4,Is the mammal you have chosen a large land-dwelling animal?,Yes.,"[{'zebra', 'sheep'}, {'zebra', 'sheep'}, {'zebra', 'sheep'}, {'zebra', 'sheep'}, {'zebra', 'sheep'}]","{'zebra': 2.5, 'sheep': 2.5}","{'zebra': 0.5, 'sheep': 0.5}"
19,zebra,5,Is the mammal you have chosen a member of the horse family?,No.,"[{'zebra', 'sheep'}, {'zebra', 'sheep'}, {'zebra', 'sheep'}, {'zebra', 'sheep'}, {'zebra', 'sheep'}]","{'zebra': 2.5, 'sheep': 2.5}","{'zebra': 0.5, 'sheep': 0.5}"
19,zebra,6,Is the mammal you have chosen known for having distinctive black and white stripes?,Yes! That's correct.,"[{'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}]",{'zebra': 5.0},{'zebra': 1.0}
20,cow,0,Is the item you have an animal?,Yes.,"[{'deer', 'seal', 'cow', 'beaver'}, {'deer', 'seal', 'cow', 'beaver'}, {'deer', 'seal', 'cow', 'beaver'}, {'deer', 'seal', 'cow', 'beaver'}, {'deer', 'seal', 'cow', 'beaver'}]","{'deer': 1.25, 'seal': 1.25, 'cow': 1.25, 'beaver': 1.25}","{'deer': 0.25, 'seal': 0.25, 'cow': 0.25, 'beaver': 0.25}"
20,cow,1,Does the animal you have live in water?,No.,"[{'deer', 'cow', 'beaver'}, {'deer', 'cow'}, {'cow', 'beaver', 'deer'}, {'deer', 'cow', 'beaver'}, {'cow', 'deer'}]","{'deer': 1.9999999999999998, 'cow': 1.9999999999999998, 'beaver': 1.0}","{'deer': 0.4, 'cow': 0.4, 'beaver': 0.2}"
20,cow,2,Is the animal you have commonly found in forests?,No.,"[{'deer', 'cow'}, {'cow', 'deer'}, {'deer', 'cow'}, {'cow', 'deer'}, {'deer', 'cow'}]","{'deer': 2.5, 'cow': 2.5}","{'deer': 0.5, 'cow': 0.5}"
20,cow,3,Is the animal you have typically found on farms?,Yes.,"[{'cow', 'seal', 'deer'}, {'cow', 'deer'}, {'cow', 'deer'}, {'cow', 'deer'}, {'cow', 'deer'}]","{'cow': 2.333333333333333, 'seal': 0.3333333333333333, 'deer': 2.333333333333333}","{'cow': 0.4667, 'seal': 0.0667, 'deer': 0.4667}"
20,cow,4,Is the animal you have larger than a human?,Yes.,"[{'cow', 'deer'}, {'cow', 'deer'}, {'cow'}, {'cow', 'deer'}, {'cow', 'deer'}]","{'cow': 3.0, 'deer': 2.0}","{'cow': 0.6, 'deer': 0.4}"
20,cow,5,Does the animal you have four legs?,Yes.,"[{'cow', 'deer'}, {'cow', 'deer'}, {'cow', 'deer'}, {'cow', 'deer'}, {'cow', 'deer'}]","{'cow': 2.5, 'deer': 2.5}","{'cow': 0.5, 'deer': 0.5}"
20,cow,6,Is the animal you have typically used for milk or meat production?,Yes.,"[{'cow', 'deer'}, {'cow', 'deer'}, {'cow', 'beaver', 'deer', 'seal'}, {'cow', 'deer'}, {'cow', 'deer'}]","{'cow': 2.25, 'deer': 2.25, 'beaver': 0.25, 'seal': 0.25}","{'cow': 0.45, 'deer': 0.45, 'beaver': 0.05, 'seal': 0.05}"
20,cow,7,Is the animal you have a cow?,Yes! That's correct.,"[{'cow'}, {'cow'}, {'cow'}, {'cow', 'beaver', 'deer', 'seal'}, {'cow', 'beaver', 'deer', 'seal'}]","{'cow': 3.5, 'beaver': 0.5, 'deer': 0.5, 'seal': 0.5}","{'cow': 0.7, 'beaver': 0.1, 'deer': 0.1, 'seal': 0.1}"
21,avocado,0,Is the item you have in mind an animal?,No.,"[{'avocado', 'strawberry', 'tangerine', 'pineapple'}, {'avocado', 'strawberry', 'tangerine', 'pineapple'}, {'avocado', 'strawberry', 'tangerine', 'pineapple'}, {'giraffe', 'tangerine', 'pineapple', 'deer', 'avocado', 'strawberry'}, {'avocado', 'strawberry', 'tangerine', 'pineapple'}]","{'avocado': 1.1666666666666665, 'strawberry': 1.1666666666666665, 'tangerine': 1.1666666666666665, 'pineapple': 1.1666666666666665, 'giraffe': 0.16666666666666666, 'deer': 0.16666666666666666}","{'avocado': 0.2333, 'strawberry': 0.2333, 'tangerine': 0.2333, 'pineapple': 0.2333, 'giraffe': 0.0333, 'deer': 0.0333}"
21,avocado,1,Is the item you have in mind a fruit?,Yes.,"[{'strawberry', 'tangerine', 'pineapple'}, {'strawberry', 'tangerine', 'pineapple'}, {'strawberry', 'tangerine', 'pineapple'}, {'strawberry', 'tangerine', 'pineapple'}, {'strawberry', 'tangerine', 'pineapple'}]","{'strawberry': 1.6666666666666665, 'tangerine': 1.6666666666666665, 'pineapple': 1.6666666666666665}","{'strawberry': 0.3333, 'tangerine': 0.3333, 'pineapple': 0.3333}"
21,avocado,2,Is the item you have in mind a citrus fruit?,No.,"[{'strawberry', 'tangerine', 'pineapple'}, {'strawberry', 'tangerine', 'pineapple'}, {'strawberry', 'tangerine', 'pineapple'}, {'strawberry', 'tangerine', 'pineapple'}, {'strawberry', 'tangerine', 'pineapple'}]","{'strawberry': 1.6666666666666665, 'tangerine': 1.6666666666666665, 'pineapple': 1.6666666666666665}","{'strawberry': 0.3333, 'tangerine': 0.3333, 'pineapple': 0.3333}"
21,avocado,3,Is the item you have in mind a tropical fruit?,Yes.,"[{'strawberry', 'tangerine', 'pineapple'}, {'strawberry', 'tangerine', 'pineapple'}, {'strawberry', 'tangerine', 'pineapple'}, {'strawberry', 'tangerine', 'pineapple'}, {'strawberry', 'tangerine', 'pineapple'}]","{'strawberry': 1.6666666666666665, 'tangerine': 1.6666666666666665, 'pineapple': 1.6666666666666665}","{'strawberry': 0.3333, 'tangerine': 0.3333, 'pineapple': 0.3333}"
21,avocado,4,Is the item you have in mind a pineapple?,No.,"[{'avocado', 'strawberry', 'tangerine'}, {'strawberry', 'tangerine', 'pineapple'}, {'strawberry', 'tangerine'}, {'strawberry', 'tangerine'}, {'avocado', 'strawberry', 'tangerine'}]","{'avocado': 0.6666666666666666, 'strawberry': 1.9999999999999998, 'tangerine': 1.9999999999999998, 'pineapple': 0.3333333333333333}","{'avocado': 0.1333, 'strawberry': 0.4, 'tangerine': 0.4, 'pineapple': 0.0667}"
21,avocado,5,Is the item you have in mind a tangerine?,No.,"[{'deer', 'strawberry'}, {'avocado', 'strawberry'}, {'avocado', 'strawberry'}, {'avocado', 'strawberry'}, {'deer', 'strawberry'}]","{'deer': 1.0, 'strawberry': 2.5, 'avocado': 1.5}","{'deer': 0.2, 'strawberry': 0.5, 'avocado': 0.3}"
21,avocado,6,Is the item you have in mind an avocado?,Yes! That's correct.,"[{'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}]",{'avocado': 5.0},{'avocado': 1.0}
22,cherry,0,Is the item you have an animal?,No.,"[{'apple', 'grapefruit', 'cherry', 'pear'}, {'apple', 'grapefruit', 'cherry', 'pear'}, {'apple', 'grapefruit', 'cherry', 'pear'}, {'platypus', 'apple', 'cherry', 'pear'}, {'apple', 'grapefruit', 'cherry', 'pear'}]","{'apple': 1.25, 'grapefruit': 1.0, 'cherry': 1.25, 'pear': 1.25, 'platypus': 0.25}","{'apple': 0.25, 'grapefruit': 0.2, 'cherry': 0.25, 'pear': 0.25, 'platypus': 0.05}"
22,cherry,1,Is the item you have a fruit?,Yes.,"[{'apple', 'grapefruit', 'cherry', 'pear'}, {'apple', 'grapefruit', 'cherry', 'pear'}, {'grapefruit', 'cherry'}, {'apple', 'grapefruit', 'cherry', 'pear'}, {'apple', 'grapefruit', 'cherry', 'pear'}]","{'apple': 1.0, 'grapefruit': 1.5, 'cherry': 1.5, 'pear': 1.0}","{'apple': 0.2, 'grapefruit': 0.3, 'cherry': 0.3, 'pear': 0.2}"
22,cherry,2,Is the item you have a citrus fruit?,No.,"[{'apple', 'grapefruit', 'cherry', 'pear'}, {'apple', 'grapefruit', 'cherry', 'pear'}, {'apple', 'grapefruit', 'cherry', 'pear'}, {'apple', 'grapefruit', 'cherry', 'pear'}, {'apple', 'cherry', 'pear'}]","{'apple': 1.3333333333333333, 'grapefruit': 1.0, 'cherry': 1.3333333333333333, 'pear': 1.3333333333333333}","{'apple': 0.2667, 'grapefruit': 0.2, 'cherry': 0.2667, 'pear': 0.2667}"
22,cherry,3,Is the item you have a small fruit?,Yes.,"[{'grapefruit', 'cherry', 'pear'}, {'grapefruit', 'cherry', 'pear'}, {'grapefruit', 'cherry', 'pear'}, {'grapefruit', 'cherry', 'pear'}, {'grapefruit', 'cherry', 'pear'}]","{'grapefruit': 1.6666666666666665, 'cherry': 1.6666666666666665, 'pear': 1.6666666666666665}","{'grapefruit': 0.3333, 'cherry': 0.3333, 'pear': 0.3333}"
22,cherry,4,Is the item you have red in color?,Yes.,"[{'grapefruit', 'cherry'}, {'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}]","{'grapefruit': 2.0, 'cherry': 3.0}","{'grapefruit': 0.4, 'cherry': 0.6}"
22,cherry,5,Is the item you have round in shape?,Yes.,"[{'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}]",{'cherry': 5.0},{'cherry': 1.0}
22,cherry,6,Is the item you have a cherry?,Yes! That's correct.,"[{'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}]",{'cherry': 5.0},{'cherry': 1.0}
23,tomato,0,Is the item you have an animal?,No.,"[{'rhubarb', 'cranberry', 'tomato', 'tangerine'}, {'mink', 'tangerine', 'rhubarb', 'tomato', 'cranberry'}, {'rhubarb', 'cranberry', 'tomato', 'tangerine'}, {'rhubarb', 'cranberry', 'tomato', 'tangerine'}, {'mink', 'tangerine', 'rhubarb', 'tomato', 'cranberry'}]","{'rhubarb': 1.15, 'cranberry': 1.15, 'tomato': 1.15, 'tangerine': 1.15, 'mink': 0.4}","{'rhubarb': 0.23, 'cranberry': 0.23, 'tomato': 0.23, 'tangerine': 0.23, 'mink': 0.08}"
23,tomato,1,Is the item you have a fruit or vegetable?,Yes.,"[{'rhubarb', 'cranberry', 'tomato', 'tangerine'}, {'rhubarb', 'cranberry', 'tomato', 'tangerine'}, {'rhubarb', 'cranberry', 'tomato', 'tangerine'}, {'rhubarb', 'tomato', 'cranberry'}, {'rhubarb', 'cranberry', 'tomato', 'tangerine'}]","{'rhubarb': 1.3333333333333333, 'cranberry': 1.3333333333333333, 'tomato': 1.3333333333333333, 'tangerine': 1.0}","{'rhubarb': 0.2667, 'cranberry': 0.2667, 'tomato': 0.2667, 'tangerine': 0.2}"
23,tomato,2,Is the item you have a citrus fruit?,No.,"[{'rhubarb', 'tomato', 'cranberry'}, {'rhubarb', 'tomato', 'cranberry'}, {'rhubarb', 'tomato', 'cranberry'}, {'rhubarb', 'tomato', 'cranberry'}, {'rhubarb', 'tomato', 'cranberry'}]","{'rhubarb': 1.6666666666666665, 'tomato': 1.6666666666666665, 'cranberry': 1.6666666666666665}","{'rhubarb': 0.3333, 'tomato': 0.3333, 'cranberry': 0.3333}"
23,tomato,3,Is the item you have red in color?,Yes.,"[{'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}]","{'rhubarb': 2.5, 'cranberry': 2.5}","{'rhubarb': 0.5, 'cranberry': 0.5}"
23,tomato,4,Is the item you have commonly used in cooking or recipes?,Yes.,"[{'tomato', 'cranberry'}, {'tomato', 'cranberry'}, {'rhubarb', 'cranberry'}, {'tomato', 'cranberry'}, {'rhubarb', 'cranberry'}]","{'tomato': 1.5, 'cranberry': 2.5, 'rhubarb': 1.0}","{'tomato': 0.3, 'cranberry': 0.5, 'rhubarb': 0.2}"
23,tomato,5,Is the item you have known for its tart taste?,No.,"[{'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}]","{'rhubarb': 2.5, 'cranberry': 2.5}","{'rhubarb': 0.5, 'cranberry': 0.5}"
23,tomato,6,Is the item you have often eaten raw?,Yes.,"[{'tomato', 'cranberry'}, {'rhubarb', 'tomato'}, {'tomato', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'tomato'}]","{'tomato': 2.0, 'cranberry': 1.5, 'rhubarb': 1.5}","{'tomato': 0.4, 'cranberry': 0.3, 'rhubarb': 0.3}"
23,tomato,7,Is the item you have commonly used in salads?,Yes.,"[{'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'tomato', 'cranberry'}, {'cranberry'}, {'tomato', 'cranberry'}]","{'rhubarb': 1.0, 'cranberry': 3.0, 'tomato': 1.0}","{'rhubarb': 0.2, 'cranberry': 0.6, 'tomato': 0.2}"
23,tomato,8,Is the item you have small and spherical in shape?,Yes.,"[{'tomato', 'cranberry'}, {'tomato', 'cranberry'}, {'cranberry'}, {'cranberry'}, {'cranberry'}]","{'tomato': 1.0, 'cranberry': 4.0}","{'tomato': 0.2, 'cranberry': 0.8}"
23,tomato,9,Is the item you have a cranberry?,No.,"[{'tomato', 'cranberry'}, {'tomato', 'cranberry'}, {'tomato'}, {'tangerine', 'cranberry'}, {'tomato', 'cranberry'}]","{'tomato': 2.5, 'cranberry': 2.0, 'tangerine': 0.5}","{'tomato': 0.5, 'cranberry': 0.4, 'tangerine': 0.1}"
23,tomato,10,Is the item you have a tomato?,Yes! That's correct.,"[{'tomato'}, {'tomato'}, {'tomato'}, {'tomato'}, {'tomato', 'cranberry'}]","{'tomato': 4.5, 'cranberry': 0.5}","{'tomato': 0.9, 'cranberry': 0.1}"
24,mink,0,Is the item you have an animal?,Yes.,"[{'cow', 'squirrel', 'mink', 'whale'}, {'cow', 'squirrel', 'mink', 'whale'}, {'cow', 'squirrel', 'mink', 'whale'}, {'cow', 'squirrel', 'mink', 'whale'}, {'cow', 'squirrel', 'mink', 'whale'}]","{'cow': 1.25, 'squirrel': 1.25, 'mink': 1.25, 'whale': 1.25}","{'cow': 0.25, 'squirrel': 0.25, 'mink': 0.25, 'whale': 0.25}"
24,mink,1,Is the item you have a mammal?,Yes.,"[{'cow', 'squirrel', 'whale'}, {'cow', 'squirrel'}, {'cow', 'squirrel', 'whale'}, {'cow', 'squirrel'}, {'cow', 'squirrel'}]","{'cow': 2.1666666666666665, 'squirrel': 2.1666666666666665, 'whale': 0.6666666666666666}","{'cow': 0.4333, 'squirrel': 0.4333, 'whale': 0.1333}"
24,mink,2,Is the item you have a land mammal?,Yes.,"[{'cow', 'squirrel'}, {'cow', 'squirrel'}, {'cow', 'squirrel', 'whale'}, {'cow', 'squirrel'}, {'cow', 'squirrel'}]","{'cow': 2.333333333333333, 'squirrel': 2.333333333333333, 'whale': 0.3333333333333333}","{'cow': 0.4667, 'squirrel': 0.4667, 'whale': 0.0667}"
24,mink,3,Is the item you have a herbivore?,No.,"[{'cow', 'squirrel'}, {'cow', 'squirrel'}, {'cow', 'squirrel'}, {'cow', 'squirrel'}, {'cow', 'squirrel'}]","{'cow': 2.5, 'squirrel': 2.5}","{'cow': 0.5, 'squirrel': 0.5}"
24,mink,4,Is the item you have a carnivorous land mammal?,Yes.,"[{'cow', 'squirrel', 'whale'}, {'cow', 'squirrel', 'whale'}, {'cow', 'squirrel', 'whale'}, {'cow', 'squirrel', 'whale'}, {'cow', 'squirrel', 'whale'}]","{'cow': 1.6666666666666665, 'squirrel': 1.6666666666666665, 'whale': 1.6666666666666665}","{'cow': 0.3333, 'squirrel': 0.3333, 'whale': 0.3333}"
24,mink,5,Is the item you have a mammal that is typically found in the ocean?,No.,"[{'cow', 'squirrel'}, {'cow', 'squirrel'}, {'cow', 'squirrel'}, {'cow', 'squirrel', 'whale'}, {'cow', 'squirrel'}]","{'cow': 2.333333333333333, 'squirrel': 2.333333333333333, 'whale': 0.3333333333333333}","{'cow': 0.4667, 'squirrel': 0.4667, 'whale': 0.0667}"
24,mink,6,Is the item you have a large carnivorous land mammal?,No.,"[{'cow', 'squirrel'}, {'cow', 'squirrel'}, {'cow', 'squirrel'}, {'cow', 'squirrel', 'whale'}, {'cow', 'squirrel', 'whale'}]","{'cow': 2.1666666666666665, 'squirrel': 2.1666666666666665, 'whale': 0.6666666666666666}","{'cow': 0.4333, 'squirrel': 0.4333, 'whale': 0.1333}"
24,mink,7,Is the item you have a small carnivorous land mammal?,Yes.,"[{'cow', 'squirrel'}, {'cow', 'squirrel'}, {'cow', 'squirrel'}, {'cow', 'squirrel'}, {'cow', 'squirrel'}]","{'cow': 2.5, 'squirrel': 2.5}","{'cow': 0.5, 'squirrel': 0.5}"
24,mink,8,Is the item you have a member of the weasel family?,Yes.,"[{'cow', 'squirrel'}, {'cow', 'squirrel'}, {'cow', 'squirrel'}, {'squirrel'}, {'cow', 'squirrel', 'mink'}]","{'cow': 1.8333333333333333, 'squirrel': 2.8333333333333335, 'mink': 0.3333333333333333}","{'cow': 0.3667, 'squirrel': 0.5667, 'mink': 0.0667}"
24,mink,9,Is the item you have a mink?,Yes! That's correct.,"[{'mink'}, {'mink'}, {'mink'}, {'mink'}, {'cow', 'squirrel', 'mink'}]","{'mink': 4.333333333333333, 'cow': 0.3333333333333333, 'squirrel': 0.3333333333333333}","{'mink': 0.8667, 'cow': 0.0667, 'squirrel': 0.0667}"
25,gorilla,0,Is the item you have in mind an animal?,Yes.,"[{'sheep', 'dolphin', 'gorilla', 'walrus'}, {'sheep', 'dolphin', 'gorilla', 'walrus'}, {'sheep', 'dolphin', 'gorilla', 'walrus'}, {'sheep', 'dolphin', 'gorilla', 'walrus'}, {'sheep', 'dolphin', 'gorilla', 'walrus'}]","{'sheep': 1.25, 'dolphin': 1.25, 'gorilla': 1.25, 'walrus': 1.25}","{'sheep': 0.25, 'dolphin': 0.25, 'gorilla': 0.25, 'walrus': 0.25}"
25,gorilla,1,Is the animal you are thinking of a mammal?,Yes.,"[{'dolphin', 'gorilla', 'sheep'}, {'dolphin', 'gorilla', 'sheep'}, {'dolphin', 'gorilla', 'sheep'}, {'dolphin', 'gorilla', 'sheep'}, {'dolphin', 'gorilla', 'sheep'}]","{'dolphin': 1.6666666666666665, 'gorilla': 1.6666666666666665, 'sheep': 1.6666666666666665}","{'dolphin': 0.3333, 'gorilla': 0.3333, 'sheep': 0.3333}"
25,gorilla,2,Is the mammal you are thinking of a land-dwelling animal?,Yes.,"[{'gorilla', 'sheep'}, {'gorilla', 'sheep'}, {'gorilla', 'sheep'}, {'gorilla', 'sheep'}, {'gorilla', 'sheep'}]","{'gorilla': 2.5, 'sheep': 2.5}","{'gorilla': 0.5, 'sheep': 0.5}"
25,gorilla,3,Is the animal you are thinking of a herbivore?,No.,"[{'dolphin', 'gorilla', 'sheep'}, {'dolphin', 'gorilla', 'sheep'}, {'dolphin', 'gorilla', 'sheep'}, {'dolphin', 'gorilla', 'sheep'}, {'dolphin', 'gorilla', 'sheep'}]","{'dolphin': 1.6666666666666665, 'gorilla': 1.6666666666666665, 'sheep': 1.6666666666666665}","{'dolphin': 0.3333, 'gorilla': 0.3333, 'sheep': 0.3333}"
25,gorilla,4,Is the mammal you are thinking of a large animal?,Yes.,"[{'gorilla', 'sheep'}, {'gorilla', 'sheep'}, {'gorilla', 'sheep'}, {'gorilla', 'sheep'}, {'gorilla', 'sheep'}]","{'gorilla': 2.5, 'sheep': 2.5}","{'gorilla': 0.5, 'sheep': 0.5}"
25,gorilla,5,Is the mammal you are thinking of known for its intelligence?,Yes.,"[{'gorilla', 'sheep'}, {'gorilla', 'sheep'}, {'gorilla', 'sheep'}, {'gorilla', 'sheep'}, {'gorilla', 'sheep'}]","{'gorilla': 2.5, 'sheep': 2.5}","{'gorilla': 0.5, 'sheep': 0.5}"
25,gorilla,6,Is the mammal you are thinking of typically found in the water?,No.,"[{'gorilla', 'sheep'}, {'gorilla', 'sheep'}, {'gorilla', 'sheep'}, {'gorilla', 'sheep'}, {'gorilla', 'sheep'}]","{'gorilla': 2.5, 'sheep': 2.5}","{'gorilla': 0.5, 'sheep': 0.5}"
25,gorilla,7,Is the mammal you are thinking of often associated with jungles or forests?,Yes.,"[{'gorilla', 'sheep'}, {'gorilla', 'sheep'}, {'gorilla', 'sheep'}, {'gorilla', 'sheep'}, {'gorilla', 'sheep'}]","{'gorilla': 2.5, 'sheep': 2.5}","{'gorilla': 0.5, 'sheep': 0.5}"
25,gorilla,8,Is the mammal you are thinking of a gorilla?,Yes! That's correct.,"[set(), set(), {'gorilla'}, {'gorilla'}, {'gorilla'}]",{'gorilla': 3.0},{'gorilla': 1.0}
26,elk,0,Is your item an animal?,Yes.,"[{'seal', 'otter'}, {'lion', 'seal', 'elk', 'otter'}, {'lion', 'seal', 'elk', 'otter'}, {'lion', 'seal', 'elk', 'otter'}, {'seal', 'otter'}]","{'seal': 1.75, 'otter': 1.75, 'lion': 0.75, 'elk': 0.75}","{'seal': 0.35, 'otter': 0.35, 'lion': 0.15, 'elk': 0.15}"
26,elk,1,Is your animal aquatic?,No.,"[{'lion', 'elk'}, {'lion', 'elk'}, {'lion', 'elk'}, {'pumpkin', 'lion', 'elk', 'asparagus', 'celery', 'tomato'}, {'lion', 'elk', 'otter'}]","{'lion': 2.0, 'elk': 2.0, 'pumpkin': 0.16666666666666666, 'asparagus': 0.16666666666666666, 'celery': 0.16666666666666666, 'tomato': 0.16666666666666666, 'otter': 0.3333333333333333}","{'lion': 0.4, 'elk': 0.4, 'pumpkin': 0.0333, 'asparagus': 0.0333, 'celery': 0.0333, 'tomato': 0.0333, 'otter': 0.0667}"
26,elk,2,Is your animal a mammal?,Yes.,"[{'lion', 'elk'}, {'lion', 'elk'}, {'lion', 'elk'}, {'lion', 'elk'}, {'lion', 'elk'}]","{'lion': 2.5, 'elk': 2.5}","{'lion': 0.5, 'elk': 0.5}"
26,elk,3,Is your animal a herbivore?,Yes.,"[{'elk', 'otter'}, {'elk', 'otter'}, {'elk', 'otter'}, {'elk', 'otter'}, {'elk', 'otter'}]","{'elk': 2.5, 'otter': 2.5}","{'elk': 0.5, 'otter': 0.5}"
26,elk,4,Is your animal larger than a dog?,Yes.,"[{'lion', 'elk'}, {'lion', 'elk'}, {'lion', 'elk'}, {'lion', 'elk'}, {'lion', 'elk', 'otter', 'seal'}]","{'lion': 2.25, 'elk': 2.25, 'otter': 0.25, 'seal': 0.25}","{'lion': 0.45, 'elk': 0.45, 'otter': 0.05, 'seal': 0.05}"
26,elk,5,Is your animal found in Africa?,No.,"[{'lion', 'elk'}, {'lion', 'elk'}, {'pumpkin', 'elk'}, {'lion', 'elk'}, {'lion', 'elk'}]","{'lion': 2.0, 'elk': 2.5, 'pumpkin': 0.5}","{'lion': 0.4, 'elk': 0.5, 'pumpkin': 0.1}"
26,elk,6,Is your animal larger than a horse?,Yes.,"[{'lion', 'elk'}, {'lion', 'elk'}, {'lion', 'elk'}, {'lion', 'elk'}, {'lion', 'elk'}]","{'lion': 2.5, 'elk': 2.5}","{'lion': 0.5, 'elk': 0.5}"
26,elk,7,Is your animal a herbivorous mammal larger than a horse that is found in North America?,Yes! That's correct.,"[{'lion', 'elk'}, {'lion', 'elk'}, {'lion', 'elk'}, {'lion', 'elk'}, {'lion', 'elk'}]","{'lion': 2.5, 'elk': 2.5}","{'lion': 0.5, 'elk': 0.5}"
27,pumpkin,0,Is the item you have an animal?,No.,"[{'pumpkin', 'peas', 'cauliflower', 'mushroom'}, {'pumpkin', 'peas', 'cauliflower', 'mushroom'}, {'pumpkin', 'peas', 'cauliflower', 'mushroom'}, {'pumpkin', 'peas', 'cauliflower', 'mushroom'}, {'pumpkin', 'peas', 'cauliflower', 'mushroom'}]","{'pumpkin': 1.25, 'peas': 1.25, 'cauliflower': 1.25, 'mushroom': 1.25}","{'pumpkin': 0.25, 'peas': 0.25, 'cauliflower': 0.25, 'mushroom': 0.25}"
27,pumpkin,1,Is the item you have a plant?,Yes.,"[{'pumpkin', 'peas', 'cauliflower', 'mushroom'}, {'pumpkin', 'peas', 'cauliflower', 'mushroom'}, {'pumpkin', 'peas', 'cauliflower', 'mushroom'}, {'cauliflower', 'peas', 'mushroom'}, {'pumpkin', 'peas', 'cauliflower', 'mushroom'}]","{'pumpkin': 1.0, 'peas': 1.3333333333333333, 'cauliflower': 1.3333333333333333, 'mushroom': 1.3333333333333333}","{'pumpkin': 0.2, 'peas': 0.2667, 'cauliflower': 0.2667, 'mushroom': 0.2667}"
27,pumpkin,2,Is the item you have a fruit or vegetable?,Yes.,"[{'pumpkin', 'peas', 'cauliflower', 'mushroom'}, {'cauliflower', 'peas', 'mushroom'}, {'pumpkin', 'peas', 'cauliflower', 'mushroom'}, {'pumpkin', 'peas', 'cauliflower', 'mushroom'}, {'pumpkin', 'peas', 'cauliflower', 'mushroom'}]","{'pumpkin': 1.0, 'peas': 1.3333333333333333, 'cauliflower': 1.3333333333333333, 'mushroom': 1.3333333333333333}","{'pumpkin': 0.2, 'peas': 0.2667, 'cauliflower': 0.2667, 'mushroom': 0.2667}"
27,pumpkin,3,Is the item you have a fruit?,No.,"[{'mushroom', 'peas', 'cauliflower'}, {'mushroom', 'peas', 'cauliflower'}, {'mushroom', 'peas', 'cauliflower'}, {'mushroom', 'peas', 'cauliflower'}, {'mushroom', 'peas', 'cauliflower'}]","{'mushroom': 1.6666666666666665, 'peas': 1.6666666666666665, 'cauliflower': 1.6666666666666665}","{'mushroom': 0.3333, 'peas': 0.3333, 'cauliflower': 0.3333}"
27,pumpkin,4,Is the item you have a vegetable?,Yes.,"[{'peas', 'cauliflower'}, {'peas', 'cauliflower'}, {'mushroom', 'peas', 'cauliflower'}, {'mushroom', 'peas', 'cauliflower'}, {'peas', 'cauliflower'}]","{'peas': 2.1666666666666665, 'cauliflower': 2.1666666666666665, 'mushroom': 0.6666666666666666}","{'peas': 0.4333, 'cauliflower': 0.4333, 'mushroom': 0.1333}"
27,pumpkin,5,Is the item you have a leafy green vegetable?,No.,"[{'peas', 'cauliflower'}, {'cauliflower', 'peas', 'mushroom'}, {'pumpkin', 'mushroom', 'peas', 'cauliflower'}, {'mushroom', 'peas', 'cauliflower'}, {'cauliflower', 'peas', 'mushroom'}]","{'peas': 1.7499999999999998, 'cauliflower': 1.7499999999999998, 'mushroom': 1.2499999999999998, 'pumpkin': 0.25}","{'peas': 0.35, 'cauliflower': 0.35, 'mushroom': 0.25, 'pumpkin': 0.05}"
